Date,Id,auditor opinion
2019,28,Unqualified
2020,28,
2008,29,Unqualified
2009,29,Unqualified
2010,29,Unqualified
2011,29,Unqualified
2012,29,Unqualified
2013,29,Unqualified
2014,29,Unqualified
2015,29,Unqualified
2016,29,Unqualified
2017,29,Unqualified
2018,29,
2019,29,
2020,29,
2008,30,Unqualified
2009,30,Unqualified
2010,30,Unqualified
2011,30,Unqualified
2012,30,Unqualified
2013,30,Unqualified
2014,30,Unqualified
2015,30,Unqualified
2016,30,Unqualified
2017,30,Unqualified
2018,30,Unqualified
2019,30,Unqualified
2020,30,Unqualified
2008,31,Unqualified
2009,31,Unqualified
2010,31,Unqualified
2011,31,Unqualified
2012,31,Unqualified
2013,31,No opinion
2014,31,
2015,31,
2016,31,
2017,31,
2018,31,
2019,31,
2020,31,
2008,32,Unqualified
2009,32,Unqualified
2010,32,Unqualified
2011,32,Unqualified
2012,32,Unqualified
2013,32,
2014,32,Unqualified
2015,32,
2016,32,
2017,32,
2018,32,
2019,32,Unqualified
2020,32,Unqualified
2008,33,Unqualified
2009,33,Unqualified
2010,33,Unqualified
2011,33,Unqualified
2012,33,Unqualified
2013,33,Unqualified
2014,33,
2015,33,
2016,33,
2017,33,
2018,33,
2019,33,
2020,33,
2008,34,Unqualified
2009,34,Unqualified
2010,34,Unqualified
2011,34,Unqualified
2012,34,
2013,34,
2014,34,
2015,34,Unqualified
2016,34,
2017,34,
2018,34,
2019,34,
2020,34,
2008,35,Unqualified
2009,35,Unqualified
2010,35,Unqualified
2011,35,Unqualified
2012,35,Unqualified
2013,35,Unqualified
2014,35,Unqualified
2015,35,Unqualified
2016,35,Unqualified
2017,35,Unqualified
2018,35,Unqualified
2019,35,Unqualified
2020,35,Unqualified
2008,36,Unqualified
2009,36,Unqualified
2010,36,Unqualified
2011,36,Unqualified
2012,36,
2013,36,
2014,36,
2015,36,Unqualified
2016,36,Unqualified
2017,36,Unqualified
2018,36,Unqualified
2019,36,Unqualified
2020,36,Unqualified
2008,37,Not audited
2009,37,Not audited
2010,37,Unqualified
2011,37,Unqualified
2012,37,Unqualified
2013,37,
2014,37,
2015,37,Unqualified
2016,37,Unqualified
2017,37,Unqualified
2018,37,Unqualified
2019,37,Unqualified
2020,37,Unqualified
2008,38,Unqualified
2009,38,Unqualified
2010,38,Unqualified
2011,38,Unqualified
2012,38,Unqualified
2013,38,Unqualified
2014,38,Unqualified
2015,38,Unqualified
2016,38,Unqualified
2017,38,Unqualified
2018,38,Unqualified
2019,38,Unqualified
2020,38,Unqualified
2008,39,Unqualified
2009,39,Unqualified
2010,39,Unqualified
2011,39,Unqualified
2012,39,Unqualified
2013,39,
2014,39,
2015,39,Unqualified
2016,39,Unqualified
2017,39,Unqualified
2018,39,Unqualified
2019,39,Unqualified
2020,39,Unqualified
2008,40,Unqualified
2009,40,Unqualified
2010,40,Unqualified
2011,40,Unqualified
2012,40,
2013,40,Unqualified
2014,40,Unqualified
2015,40,Unqualified
2016,40,Unqualified
2017,40,Unqualified
2018,40,Unqualified
2019,40,Unqualified
2020,40,Unqualified
2008,41,Unqualified
2009,41,Unqualified
2010,41,Unqualified
2011,41,Unqualified
2012,41,Unqualified
2013,41,Unqualified
2014,41,Unqualified
2015,41,
2016,41,
2017,41,
2018,41,
2019,41,Unqualified
2020,41,Unqualified
2008,42,Unqualified
2009,42,Unqualified
2010,42,Unqualified
2011,42,Unqualified
2012,42,Unqualified
2013,42,Unqualified
2014,42,Unqualified
2015,42,Unqualified
2016,42,Unqualified
2017,42,Unqualified
2018,42,Unqualified
2019,42,Unqualified
2020,42,Unqualified
2008,43,Unqualified
2009,43,Unqualified
2010,43,Unqualified
2011,43,Unqualified
2012,43,Unqualified
2013,43,Unqualified
2014,43,Unqualified
2015,43,Unqualified
2016,43,Unqualified
2017,43,Unqualified
2018,43,Unqualified
2019,43,Unqualified
2020,43,Unqualified
2008,44,Unqualified
2009,44,Unqualified
2010,44,Unqualified
2011,44,Unqualified
2012,44,Unqualified
2013,44,
2014,44,Unqualified
2015,44,
2016,44,
2017,44,
2018,44,
2019,44,
2020,44,
2008,45,
2009,45,
2010,45,
2011,45,
2012,45,
2013,45,
2014,45,
2015,45,
2016,45,
2017,45,
2018,45,
2019,45,
2020,45,
2008,46,Unqualified
2009,46,Unqualified
2010,46,Unqualified
2011,46,Unqualified
2012,46,Unqualified
2013,46,Unqualified
2014,46,Unqualified
2015,46,Unqualified
2016,46,Unqualified
2017,46,Unqualified
2018,46,Unqualified
2019,46,Unqualified
2020,46,Unqualified
2008,47,Unqualified
2009,47,Unqualified
2010,47,Unqualified
2011,47,Unqualified
2012,47,Unqualified
2013,47,
2014,47,
2015,47,Unqualified
2016,47,Unqualified
2017,47,Unqualified
2018,47,Unqualified
2019,47,Unqualified
2020,47,Unqualified
2008,48,Unqualified
2009,48,Unqualified
2010,48,Unqualified
2011,48,Unqualified
2012,48,
2013,48,
2014,48,
2015,48,Unqualified
2016,48,
2017,48,
2018,48,
2019,48,
2020,48,
2008,49,
2009,49,
2010,49,Unqualified
2011,49,Unqualified
2012,49,Unqualified
2013,49,
2014,49,Unqualified
2015,49,
2016,49,
2017,49,
2018,49,Unqualified
2019,49,Unqualified
2020,49,
2008,50,
2009,50,
2010,50,
2011,50,
2012,50,Unqualified
2013,50,Unqualified
2014,50,Unqualified
2015,50,Unqualified
2016,50,Unqualified
2017,50,
2018,50,Unqualified
2019,50,Unqualified
2020,50,Unqualified
2008,51,
2009,51,
2010,51,
2011,51,
2012,51,
2013,51,
2014,51,
2015,51,
2016,51,
2017,51,
2018,51,
2019,51,
2020,51,
2008,52,
2009,52,
2010,52,
2011,52,
2012,52,
2013,52,
2014,52,Unqualified
2015,52,Unqualified
2016,52,Unqualified
2017,52,Unqualified
2018,52,Unqualified
2019,52,Unqualified
2020,52,
2008,53,Unqualified
2009,53,Unqualified
2010,53,Unqualified
2011,53,Unqualified
2012,53,Unqualified
2013,53,Unqualified
2014,53,Unqualified
2015,53,Unqualified
2016,53,Unqualified
2017,53,Unqualified
2018,53,Unqualified
2019,53,Unqualified
2020,53,Unqualified
2008,54,Unqualified
2009,54,Unqualified
2010,54,Unqualified
2011,54,Unqualified
2012,54,
2013,54,
2014,54,
2015,54,Unqualified
2016,54,Unqualified
2017,54,Unqualified
2018,54,Unqualified
2019,54,Unqualified
2020,54,Unqualified
2008,55,Unqualified
2009,55,Unqualified
2010,55,Unqualified
2011,55,Unqualified
2012,55,Unqualified
2013,55,
2014,55,
2015,55,Unqualified
2016,55,Unqualified
2017,55,Unqualified
2018,55,Unqualified
2019,55,Unqualified
2020,55,Not audited
2008,56,Unqualified
2009,56,Unqualified
2010,56,Unqualified
2011,56,Unqualified
2012,56,Unqualified
2013,56,Unqualified
2014,56,Unqualified
2015,56,Unqualified
2016,56,Unqualified
2017,56,Unqualified
2018,56,Unqualified
2019,56,Unqualified
2020,56,Unqualified
2008,57,No audit report in abbreviated version
2009,57,No audit report in abbreviated version
2010,57,No audit report in abbreviated version
2011,57,No audit report in abbreviated version
2012,57,Unqualified
2013,57,Unqualified
2014,57,Unqualified
2015,57,Unqualified
2016,57,Unqualified
2017,57,Unqualified
2018,57,Unqualified
2019,57,
2020,57,
2008,58,Unqualified
2009,58,Unqualified
2010,58,Unqualified
2011,58,Unqualified
2012,58,Unqualified
2013,58,Unqualified
2014,58,Unqualified
2015,58,Unqualified
2016,58,Unqualified
2017,58,Unqualified
2018,58,Unqualified
2019,58,Unqualified
2020,58,Unqualified
2008,59,
2009,59,Unqualified
2010,59,Unqualified
2011,59,Unqualified
2012,59,
2013,59,
2014,59,
2015,59,Unqualified
2016,59,Unqualified
2017,59,Unqualified
2018,59,Unqualified
2019,59,Unqualified
2020,59,Unqualified
2008,60,Unqualified
2009,60,Unqualified
2010,60,Unqualified
2011,60,Unqualified
2012,60,Unqualified
2013,60,
2014,60,Unqualified
2015,60,Unqualified
2016,60,Unqualified
2017,60,Unqualified
2018,60,Unqualified
2019,60,Unqualified
2020,60,Unqualified
2008,61,Unqualified
2009,61,Unqualified
2010,61,Unqualified
2011,61,Unqualified
2012,61,Unqualified
2013,61,Unqualified
2014,61,Unqualified
2015,61,Unqualified
2016,61,Unqualified
2017,61,Unqualified
2018,61,Unqualified
2019,61,Unqualified
2020,61,Unqualified
2008,62,No audit report in abbreviated version
2009,62,No audit report in abbreviated version
2010,62,Qualified
2011,62,Qualified
2012,62,Qualified
2013,62,Unqualified
2014,62,Unqualified
2015,62,Unqualified
2016,62,Unqualified
2017,62,Unqualified
2018,62,Unqualified
2019,62,Unqualified
2020,62,Unqualified
2008,63,Unqualified
2009,63,Unqualified
2010,63,Unqualified
2011,63,Unqualified
2012,63,
2013,63,
2014,63,
2015,63,Unqualified
2016,63,Unqualified
2017,63,Unqualified
2018,63,Unqualified
2019,63,Unqualified
2020,63,Unqualified
2008,64,Unqualified
2009,64,Unqualified
2010,64,Unqualified
2011,64,Unqualified
2012,64,Unqualified
2013,64,Unqualified
2014,64,Unqualified
2015,64,Unqualified
2016,64,Unqualified
2017,64,Unqualified
2018,64,Unqualified
2019,64,Unqualified
2020,64,Unqualified
2008,65,Unqualified
2009,65,Unqualified
2010,65,Unqualified
2011,65,Unqualified
2012,65,
2013,65,
2014,65,
2015,65,Unqualified
2016,65,Unqualified
2017,65,Unqualified
2018,65,Unqualified
2019,65,Unqualified
2020,65,Unqualified
2008,66,
2009,66,
2010,66,Unqualified
2011,66,Unqualified
2012,66,Unqualified
2013,66,
2014,66,
2015,66,Unqualified
2016,66,
2017,66,Unqualified
2018,66,Unqualified
2019,66,Unqualified
2020,66,Unqualified
2008,67,Unqualified
2009,67,Unqualified
2010,67,Unqualified
2011,67,Unqualified
2012,67,
2013,67,
2014,67,
2015,67,Unqualified
2016,67,Unqualified
2017,67,Unqualified
2018,67,Unqualified
2019,67,Unqualified
2020,67,Unqualified
2008,68,Unqualified
2009,68,Unqualified
2010,68,Unqualified
2011,68,Unqualified
2012,68,
2013,68,
2014,68,
2015,68,
2016,68,
2017,68,
2018,68,
2019,68,
2020,68,
2008,69,No audit report in abbreviated version
2009,69,No audit report in abbreviated version
2010,69,Unqualified
2011,69,Unqualified
2012,69,Unqualified
2013,69,Unqualified
2014,69,Unqualified
2015,69,Unqualified
2016,69,Unqualified
2017,69,Unqualified
2018,69,
2019,69,
2020,69,
2008,70,Unqualified
2009,70,Unqualified
2010,70,Unqualified
2011,70,Unqualified
2012,70,Unqualified
2013,70,Unqualified
2014,70,Unqualified
2015,70,Unqualified
2016,70,Unqualified
2017,70,Unqualified
2018,70,Unqualified
2019,70,Unqualified
2020,70,Unqualified
2008,71,Unqualified
2009,71,Unqualified
2010,71,Unqualified
2011,71,Unqualified
2012,71,Unqualified
2013,71,
2014,71,
2015,71,Unqualified
2016,71,Unqualified
2017,71,Unqualified
2018,71,Unqualified
2019,71,Unqualified
2020,71,Unqualified
2008,72,Unqualified
2009,72,Unqualified
2010,72,Unqualified
2011,72,Unqualified
2012,72,
2013,72,
2014,72,
2015,72,Unqualified
2016,72,Unqualified
2017,72,Unqualified
2018,72,Unqualified
2019,72,Unqualified
2020,72,Unqualified
2008,73,Unqualified
2009,73,Unqualified
2010,73,Unqualified
2011,73,Unqualified
2012,73,Unqualified
2013,73,Unqualified
2014,73,Unqualified
2015,73,Unqualified
2016,73,Unqualified
2017,73,
2018,73,
2019,73,
2020,73,
2008,74,
2009,74,
2010,74,
2011,74,
2012,74,
2013,74,
2014,74,
2015,74,
2016,74,
2017,74,
2018,74,
2019,74,
2020,74,
2008,75,
2009,75,
2010,75,
2011,75,
2012,75,
2013,75,
2014,75,
2015,75,
2016,75,
2017,75,
2018,75,
2019,75,
2020,75,
2008,76,Unqualified
2009,76,Unqualified
2010,76,Unqualified
2011,76,Unqualified
2012,76,Unqualified
2013,76,Unqualified
2014,76,Unqualified
2015,76,Unqualified
2016,76,Unqualified
2017,76,Unqualified
2018,76,Unqualified
2019,76,Unqualified
2020,76,Unqualified
2008,77,"Consolidated statements appear not to be audited,but parent company"
2009,77,"Consolidated statements appear not to be audited,but parent company"
2010,77,"Consolidated statements appear not to be audited,but parent company"
2011,77,Unqualified
2012,77,Unqualified
2013,77,
2014,77,
2015,77,Unqualified
2016,77,Unqualified
2017,77,Unqualified
2018,77,Unqualified
2019,77,Unqualified
2020,77,Unqualified
2008,78,Unqualified
2009,78,Unqualified
2010,78,Unqualified
2011,78,Unqualified
2012,78,Unqualified
2013,78,Unqualified
2014,78,Unqualified
2015,78,Unqualified
2016,78,Unqualified
2017,78,Unqualified
2018,78,Unqualified
2019,78,Unqualified
2020,78,Unqualified
2008,79,Unqualified
2009,79,Unqualified
2010,79,Unqualified
2011,79,Unqualified
2012,79,Unqualified
2013,79,
2014,79,Unqualified
2015,79,Unqualified
2016,79,Unqualified
2017,79,Not audited
2018,79,Unqualified
2019,79,Unqualified
2020,79,Unqualified
2008,80,Unqualified
2009,80,Unqualified
2010,80,Unqualified
2011,80,Unqualified
2012,80,Unqualified
2013,80,
2014,80,
2015,80,Unqualified
2016,80,Unqualified
2017,80,Unqualified
2018,80,Unqualified
2019,80,Unqualified
2020,80,Unqualified
2008,81,Unqualified
2009,81,Unqualified
2010,81,Unqualified
2011,81,Unqualified
2012,81,Unqualified
2013,81,Unqualified
2014,81,Unqualified
2015,81,Unqualified
2016,81,Unqualified
2017,81,Unqualified
2018,81,Unqualified
2019,81,Unqualified
2020,81,Unqualified
2008,82,
2009,82,
2010,82,
2011,82,
2012,82,
2013,82,
2014,82,
2015,82,Unqualified
2016,82,
2017,82,
2018,82,
2019,82,
2020,82,
2008,83,Unqualified
2009,83,Unqualified
2010,83,Unqualified
2011,83,Unqualified
2012,83,Unqualified
2013,83,Unqualified
2014,83,Unqualified
2015,83,Unqualified
2016,83,Unqualified
2017,83,Unqualified
2018,83,Unqualified
2019,83,Unqualified
2020,83,Unqualified
2008,84,Unqualified
2009,84,Unqualified
2010,84,Unqualified
2011,84,Unqualified
2012,84,Unqualified
2013,84,Unqualified
2014,84,Unqualified
2015,84,Unqualified
2016,84,Unqualified
2017,84,Unqualified
2018,84,Unqualified
2019,84,Unqualified
2020,84,Unqualified
2008,85,Unqualified
2009,85,Unqualified
2010,85,Unqualified
2011,85,Unqualified
2012,85,Unqualified
2013,85,Unqualified
2014,85,Unqualified
2015,85,Unqualified
2016,85,Unqualified
2017,85,Unqualified
2018,85,Unqualified
2019,85,Unqualified
2020,85,Unqualified
2008,86,Unqualified
2009,86,Unqualified
2010,86,Unqualified
2011,86,Unqualified
2012,86,Unqualified
2013,86,Unqualified
2014,86,Unqualified
2015,86,Unqualified
2016,86,Unqualified
2017,86,Unqualified
2018,86,Unqualified
2019,86,Unqualified
2020,86,Unqualified
2008,87,Unqualified
2009,87,Unqualified
2010,87,Unqualified
2011,87,Unqualified
2012,87,
2013,87,
2014,87,
2015,87,
2016,87,
2017,87,
2018,87,
2019,87,Not audited
2020,87,
2008,88,Unqualified
2009,88,Unqualified
2010,88,Unqualified
2011,88,Unqualified
2012,88,Unqualified
2013,88,
2014,88,
2015,88,
2016,88,
2017,88,
2018,88,
2019,88,
2020,88,
2008,89,Unqualified
2009,89,Unqualified
2010,89,Unqualified
2011,89,Unqualified
2012,89,Unqualified
2013,89,Unqualified
2014,89,Unqualified
2015,89,Unqualified
2016,89,Unqualified
2017,89,Unqualified
2018,89,Unqualified
2019,89,
2020,89,
2008,90,Unqualified
2009,90,Unqualified
2010,90,Unqualified
2011,90,
2012,90,Unqualified
2013,90,Unqualified
2014,90,Unqualified
2015,90,Unqualified
2016,90,Unqualified
2017,90,Unqualified
2018,90,
2019,90,
2020,90,
2008,91,
2009,91,
2010,91,
2011,91,
2012,91,Unqualified
2013,91,Unqualified
2014,91,Unqualified
2015,91,Unqualified
2016,91,Unqualified
2017,91,Unqualified
2018,91,Unqualified
2019,91,Unqualified
2020,91,
2008,92,
2009,92,
2010,92,
2011,92,
2012,92,
2013,92,
2014,92,Unqualified
2015,92,Unqualified
2016,92,Unqualified
2017,92,Unqualified
2018,92,Unqualified
2019,92,Unqualified
2020,92,
2008,93,
2009,93,
2010,93,
2011,93,
2012,93,
2013,93,
2014,93,
2015,93,
2016,93,
2017,93,
2018,93,
2019,93,
2020,93,
2008,94,
2009,94,
2010,94,
2011,94,
2012,94,
2013,94,
2014,94,
2015,94,
2016,94,
2017,94,
2018,94,
2019,94,
2020,94,
2008,95,Unqualified
2009,95,Unqualified
2010,95,Unqualified
2011,95,Unqualified
2012,95,Unqualified
2013,95,Unqualified
2014,95,Unqualified
2015,95,Unqualified
2016,95,Unqualified
2017,95,Unqualified
2018,95,Unqualified
2019,95,Unqualified
2020,95,Unqualified
2008,96,Unqualified
2009,96,Unqualified
2010,96,Unqualified
2011,96,Unqualified
2012,96,Unqualified
2013,96,Unqualified
2014,96,
2015,96,
2016,96,
2017,96,
2018,96,
2019,96,
2020,96,
2008,97,Unqualified
2009,97,Unqualified
2010,97,Unqualified
2011,97,Unqualified
2012,97,Unqualified
2013,97,Unqualified
2014,97,
2015,97,
2016,97,
2017,97,
2018,97,Unqualified
2019,97,Unqualified
2020,97,Not audited
2008,98,Unqualified
2009,98,Unqualified
2010,98,Unqualified
2011,98,Unqualified
2012,98,Unqualified
2013,98,Unqualified
2014,98,Unqualified
2015,98,Unqualified
2016,98,Unqualified
2017,98,Unqualified
2018,98,Unqualified
2019,98,Unqualified
2020,98,Unqualified
2008,99,Unqualified
2009,99,Unqualified
2010,99,Unqualified
2011,99,Unqualified
2012,99,Unqualified
2013,99,
2014,99,
2015,99,Unqualified
2016,99,Unqualified
2017,99,Unqualified
2018,99,
2019,99,
2020,99,
2008,100,Unqualified
2009,100,Unqualified
2010,100,Unqualified
2011,100,Unqualified
2012,100,Unqualified
2013,100,
2014,100,
2015,100,Unqualified
2016,100,Unqualified
2017,100,Unqualified
2018,100,Unqualified
2019,100,Unqualified
2020,100,Unqualified
2008,101,Unqualified
2009,101,Unqualified
2010,101,Unqualified
2011,101,Unqualified
2012,101,Unqualified
2013,101,Unqualified
2014,101,Unqualified
2015,101,
2016,101,
2017,101,Unqualified
2018,101,Unqualified
2019,101,Unqualified
2020,101,Unqualified
2008,102,Unqualified
2009,102,Unqualified
2010,102,Unqualified
2011,102,Unqualified
2012,102,Unqualified
2013,102,Unqualified
2014,102,
2015,102,Unqualified
2016,102,Unqualified
2017,102,Unqualified
2018,102,Unqualified
2019,102,Unqualified
2020,102,Unqualified
2008,103,Unqualified
2009,103,Unqualified
2010,103,Unqualified
2011,103,Unqualified
2012,103,Unqualified
2013,103,Unqualified
2014,103,
2015,103,
2016,103,
2017,103,
2018,103,Not audited
2019,103,
2020,103,
2008,104,Unqualified
2009,104,Unqualified
2010,104,Unqualified
2011,104,Unqualified
2012,104,Unqualified
2013,104,Unqualified
2014,104,Unqualified
2015,104,Unqualified
2016,104,Unqualified
2017,104,Unqualified
2018,104,Unqualified
2019,104,Unqualified
2020,104,Unqualified
2008,105,Unqualified
2009,105,Unqualified
2010,105,Unqualified
2011,105,Unqualified
2012,105,
2013,105,
2014,105,
2015,105,
2016,105,
2017,105,
2018,105,
2019,105,
2020,105,
2008,106,Unqualified
2009,106,Unqualified
2010,106,Unqualified
2011,106,Unqualified
2012,106,Unqualified
2013,106,Unqualified
2014,106,Unqualified
2015,106,Unqualified
2016,106,Unqualified
2017,106,Unqualified
2018,106,Unqualified
2019,106,Unqualified
2020,106,Unqualified
2008,107,Unqualified
2009,107,Unqualified
2010,107,Unqualified
2011,107,Unqualified
2012,107,Unqualified
2013,107,Unqualified
2014,107,No opinion
2015,107,No opinion
2016,107,
2017,107,Unqualified
2018,107,Unqualified
2019,107,Unqualified
2020,107,Unqualified
2008,108,
2009,108,
2010,108,
2011,108,
2012,108,
2013,108,Unqualified
2014,108,Unqualified
2015,108,Unqualified
2016,108,Unqualified
2017,108,Unqualified
2018,108,Unqualified
2019,108,Unqualified
2020,108,Unqualified
2008,109,
2009,109,Unqualified
2010,109,Unqualified
2011,109,Unqualified
2012,109,Unqualified
2013,109,Unqualified
2014,109,Unqualified
2015,109,Unqualified
2016,109,
2017,109,
2018,109,
2019,109,
2020,109,
2008,110,Unqualified
2009,110,Unqualified
2010,110,Unqualified
2011,110,Unqualified
2012,110,Unqualified
2013,110,No opinion
2014,110,
2015,110,
2016,110,
2017,110,
2018,110,
2019,110,
2020,110,
2008,111,Unqualified
2009,111,Unqualified
2010,111,Unqualified
2011,111,Unqualified
2012,111,Unqualified
2013,111,Unqualified
2014,111,Unqualified
2015,111,
2016,111,
2017,111,
2018,111,
2019,111,
2020,111,
2008,112,Unqualified
2009,112,Unqualified
2010,112,Unqualified
2011,112,Unqualified
2012,112,Unqualified
2013,112,Unqualified
2014,112,Unqualified
2015,112,Unqualified
2016,112,Unqualified
2017,112,Unqualified
2018,112,Unqualified
2019,112,Unqualified
2020,112,
2008,113,Unqualified
2009,113,Unqualified
2010,113,Unqualified
2011,113,Unqualified
2012,113,
2013,113,
2014,113,Unqualified
2015,113,Unqualified
2016,113,Unqualified
2017,113,Not audited
2018,113,Unqualified
2019,113,Unqualified
2020,113,Unqualified
2008,114,No audit report in abbreviated version
2009,114,No audit report in abbreviated version
2010,114,No audit report in abbreviated version
2011,114,No audit report in abbreviated version
2012,114,No audit report in abbreviated version
2013,114,
2014,114,
2015,114,Unqualified
2016,114,Unqualified
2017,114,Unqualified
