Date,Id,monthly bid
2019-10-01,1,
2019-11-01,1,
2019-12-01,1,
2020-01-01,1,
2020-02-01,1,
2020-03-01,1,
2020-04-01,1,
2020-05-01,1,
2020-06-01,1,
2020-07-01,1,
2020-08-01,1,
2020-09-01,1,
2020-10-01,1,
2020-11-01,1,
2020-12-01,1,
2021-01-01,1,
2008-01-01,2,
2008-02-01,2,3.43
2008-03-01,2,3.3
2008-04-01,2,3.43
2008-05-01,2,
2008-06-01,2,3.36
2008-07-01,2,3.12
2008-08-01,2,3.56
2008-09-01,2,3.68
2008-10-01,2,3.17
2008-11-01,2,2.98
2008-12-01,2,2.43
2009-01-01,2,
2009-02-01,2,1.63
2009-03-01,2,
2009-04-01,2,1.98
2009-05-01,2,
2009-06-01,2,1.94
2009-07-01,2,1.88
2009-08-01,2,2
2009-09-01,2,1.96
2009-10-01,2,1.95
2009-11-01,2,1.92
2009-12-01,2,2.03
2010-01-01,2,
2010-02-01,2,2.53
2010-03-01,2,2.65
2010-04-01,2,2.65
2010-05-01,2,2.54
2010-06-01,2,2.55
2010-07-01,2,2.25
2010-08-01,2,2.19
2010-09-01,2,1.92
2010-10-01,2,1.88
2010-11-01,2,1.93
2010-12-01,2,1.72
2011-01-01,2,2.03
2011-02-01,2,1.9
2011-03-01,2,1.86
2011-04-01,2,1.87
2011-05-01,2,1.84
2011-06-01,2,1.81
2011-07-01,2,1.75
2011-08-01,2,1.62
2011-09-01,2,1.53
2011-10-01,2,1.18
2011-11-01,2,1.19
2011-12-01,2,1.1
2012-01-01,2,1.03
2012-02-01,2,1.03
2012-03-01,2,1.09
2012-04-01,2,1.07
2012-05-01,2,
2012-06-01,2,0.78
2012-07-01,2,0.84
2012-08-01,2,0.76
2012-09-01,2,0.83
2012-10-01,2,0.95
2012-11-01,2,0.97
2012-12-01,2,1.01
2013-01-01,2,
2013-02-01,2,1.21
2013-03-01,2,1.26
2013-04-01,2,
2013-05-01,2,
2013-06-01,2,1.29
2013-07-01,2,1.18
2013-08-01,2,1.25
2013-09-01,2,1.25
2013-10-01,2,1.23
2013-11-01,2,1.27
2013-12-01,2,1.96
2014-01-01,2,
2014-02-01,2,1.96
2014-03-01,2,2
2014-04-01,2,2.41
2014-05-01,2,
2014-06-01,2,2.33
2014-07-01,2,2.29
2014-08-01,2,1.86
2014-09-01,2,1.44
2014-10-01,2,1.5
2014-11-01,2,1.2
2014-12-01,2,1
2015-01-01,2,
2015-02-01,2,0.95
2015-03-01,2,1.4
2015-04-01,2,1.35
2015-05-01,2,
2015-06-01,2,1.19
2015-07-01,2,1.01
2015-08-01,2,1.06
2015-09-01,2,0.97
2015-10-01,2,0.97
2015-11-01,2,0.91
2015-12-01,2,0.83
2016-01-01,2,
2016-02-01,2,0.39
2016-03-01,2,0.25
2016-04-01,2,0.19
2016-05-01,2,0.26
2016-06-01,2,0.19
2016-07-01,2,0.18
2016-08-01,2,0.17
2016-09-01,2,0.17
2016-10-01,2,0.13
2016-11-01,2,0.12
2016-12-01,2,0.1
2017-01-01,2,0.16
2017-02-01,2,0.16
2017-03-01,2,0.13
2017-04-01,2,0.14
2017-05-01,2,
2017-06-01,2,0.12
2017-07-01,2,0.12
2017-08-01,2,0.13
2017-09-01,2,0.13
2017-10-01,2,0.13
2017-11-01,2,0.14
2017-12-01,2,0.14
2018-01-01,2,
2018-02-01,2,0.14
2018-03-01,2,0.13
2018-04-01,2,
2018-05-01,2,
2018-06-01,2,
2018-07-01,2,
2018-08-01,2,
2018-09-01,2,
2018-10-01,2,
2018-11-01,2,
2018-12-01,2,
2019-01-01,2,
2019-02-01,2,
2019-03-01,2,
2019-04-01,2,
2019-05-01,2,
2019-06-01,2,
2019-07-01,2,
2019-08-01,2,
2019-09-01,2,
2019-10-01,2,
2019-11-01,2,
2019-12-01,2,
2020-01-01,2,
2020-02-01,2,
2020-03-01,2,
2020-04-01,2,
2020-05-01,2,
2020-06-01,2,
2020-07-01,2,
2020-08-01,2,
2020-09-01,2,
2020-10-01,2,
2020-11-01,2,
2020-12-01,2,
2021-01-01,2,
2008-01-01,3,
2008-02-01,3,
2008-03-01,3,
2008-04-01,3,
2008-05-01,3,
2008-06-01,3,
2008-07-01,3,
2008-08-01,3,
2008-09-01,3,
2008-10-01,3,
2008-11-01,3,
2008-12-01,3,
2009-01-01,3,
2009-02-01,3,
2009-03-01,3,
2009-04-01,3,
2009-05-01,3,
2009-06-01,3,
2009-07-01,3,
2009-08-01,3,
2009-09-01,3,
2009-10-01,3,
2009-11-01,3,
2009-12-01,3,
2010-01-01,3,
2010-02-01,3,
2010-03-01,3,
2010-04-01,3,
2010-05-01,3,
2010-06-01,3,
2010-07-01,3,
2010-08-01,3,
2010-09-01,3,
2010-10-01,3,
2010-11-01,3,
2010-12-01,3,
2011-01-01,3,
2011-02-01,3,
2011-03-01,3,
2011-04-01,3,
2011-05-01,3,
2011-06-01,3,
2011-07-01,3,
2011-08-01,3,
2011-09-01,3,
2011-10-01,3,
2011-11-01,3,
2011-12-01,3,
2012-01-01,3,
2012-02-01,3,
2012-03-01,3,
2012-04-01,3,
2012-05-01,3,
2012-06-01,3,
2012-07-01,3,
2012-08-01,3,
2012-09-01,3,
2012-10-01,3,
2012-11-01,3,
2012-12-01,3,
2013-01-01,3,
2013-02-01,3,
2013-03-01,3,
2013-04-01,3,
2013-05-01,3,
2013-06-01,3,
2013-07-01,3,
2013-08-01,3,
2013-09-01,3,
2013-10-01,3,
2013-11-01,3,
2013-12-01,3,
2014-01-01,3,
2014-02-01,3,1.3396
2014-03-01,3,1.8974
2014-04-01,3,1.7588
2014-05-01,3,
2014-06-01,3,1.6759
2014-07-01,3,1.4947
2014-08-01,3,1.3147
2014-09-01,3,1.2555
2014-10-01,3,1.0837
2014-11-01,3,0.9979
2014-12-01,3,0.8824
2015-01-01,3,
2015-02-01,3,0.726
2015-03-01,3,0.8297
2015-04-01,3,0.9801
2015-05-01,3,
2015-06-01,3,1.3325
2015-07-01,3,1.1974
2015-08-01,3,1.2756
2015-09-01,3,0.9564
2015-10-01,3,0.9499
2015-11-01,3,0.909
2015-12-01,3,0.8131
2016-01-01,3,
2016-02-01,3,0.6402
2016-03-01,3,0.4033
2016-04-01,3,0.4622
2016-05-01,3,0.4148
2016-06-01,3,0.2795
2016-07-01,3,0.302
2016-08-01,3,0.2435
2016-09-01,3,0.1942
2016-10-01,3,0.1944
2016-11-01,3,0.1045
2016-12-01,3,0.0815
2017-01-01,3,0.125
2017-02-01,3,0.3975
2017-03-01,3,0.33
2017-04-01,3,0.2605
2017-05-01,3,
2017-06-01,3,0.2075
2017-07-01,3,0.2805
2017-08-01,3,0.2805
2017-09-01,3,0.2695
2017-10-01,3,0.2905
2017-11-01,3,0.255
2017-12-01,3,0.2555
2018-01-01,3,
2018-02-01,3,0.259
2018-03-01,3,0.2325
2018-04-01,3,
2018-05-01,3,
2018-06-01,3,0.199
2018-07-01,3,0.16
2018-08-01,3,0.1605
2018-09-01,3,0.1415
2018-10-01,3,0.1355
2018-11-01,3,0.107
2018-12-01,3,0.1
2019-01-01,3,
2019-02-01,3,0.1175
2019-03-01,3,0.113
2019-04-01,3,0.114
2019-05-01,3,
2019-06-01,3,0.12
2019-07-01,3,0.12
2019-08-01,3,0.114
2019-09-01,3,0.11
2019-10-01,3,0.137
2019-11-01,3,0.129
2019-12-01,3,0.44
2020-01-01,3,
2020-02-01,3,0.75
2020-03-01,3,0.775
2020-04-01,3,0.76
2020-05-01,3,
2020-06-01,3,0.704
2020-07-01,3,0.721
2020-08-01,3,0.654
2020-09-01,3,0.592
2020-10-01,3,0.557
2020-11-01,3,0.4
2020-12-01,3,0.529
2021-01-01,3,
2008-01-01,4,
2008-02-01,4,
2008-03-01,4,
2008-04-01,4,
2008-05-01,4,
2008-06-01,4,
2008-07-01,4,
2008-08-01,4,
2008-09-01,4,
2008-10-01,4,
2008-11-01,4,
2008-12-01,4,
2009-01-01,4,
2009-02-01,4,
2009-03-01,4,
2009-04-01,4,
2009-05-01,4,
2009-06-01,4,
2009-07-01,4,
2009-08-01,4,
2009-09-01,4,
2009-10-01,4,
2009-11-01,4,
2009-12-01,4,
2010-01-01,4,
2010-02-01,4,
2010-03-01,4,
2010-04-01,4,
2010-05-01,4,
2010-06-01,4,
2010-07-01,4,
2010-08-01,4,
2010-09-01,4,
2010-10-01,4,
2010-11-01,4,
2010-12-01,4,
2011-01-01,4,
2011-02-01,4,
2011-03-01,4,
2011-04-01,4,
2011-05-01,4,
2011-06-01,4,
2011-07-01,4,
2011-08-01,4,
2011-09-01,4,
2011-10-01,4,
2011-11-01,4,
2011-12-01,4,
2012-01-01,4,
2012-02-01,4,
2012-03-01,4,
2012-04-01,4,
2012-05-01,4,
2012-06-01,4,
2012-07-01,4,
2012-08-01,4,
2012-09-01,4,
2012-10-01,4,
2012-11-01,4,
2012-12-01,4,
2013-01-01,4,
2013-02-01,4,
2013-03-01,4,
2013-04-01,4,
2013-05-01,4,
2013-06-01,4,2.3699
2013-07-01,4,2.0089
2013-08-01,4,2.1366
2013-09-01,4,1.9459
2013-10-01,4,1.9478
2013-11-01,4,2.968
2013-12-01,4,3.6493
2014-01-01,4,
2014-02-01,4,2.992
2014-03-01,4,2.9828
2014-04-01,4,3.242
2014-05-01,4,
2014-06-01,4,3.142
2014-07-01,4,2.8698
2014-08-01,4,2.6958
2014-09-01,4,2.7698
2014-10-01,4,2.6662
2014-11-01,4,2.5754
2014-12-01,4,2.4088
2015-01-01,4,
2015-02-01,4,3.0365
2015-03-01,4,3.1031
2015-04-01,4,3.1513
2015-05-01,4,
2015-06-01,4,3.0846
2015-07-01,4,3.3994
2015-08-01,4,3.2883
2015-09-01,4,3.3068
2015-10-01,4,3.005
2015-11-01,4,3.2568
2015-12-01,4,3.2309
2016-01-01,4,
2016-02-01,4,5.2212
2016-03-01,4,4.7491
2016-04-01,4,4.7398
2016-05-01,4,4.7028
2016-06-01,4,4.2325
2016-07-01,4,4.5362
2016-08-01,4,4.5528
2016-09-01,4,4.6288
2016-10-01,4,3.1476
2016-11-01,4,2.9439
2016-12-01,4,2.7773
2017-01-01,4,3.1179
2017-02-01,4,3.1568
2017-03-01,4,3.105
2017-04-01,4,3.0568
2017-05-01,4,
2017-06-01,4,2.9087
2017-07-01,4,2.8772
2017-08-01,4,3.366
2017-09-01,4,3.1198
2017-10-01,4,2.9272
2017-11-01,4,2.9124
2017-12-01,4,2.8735
2018-01-01,4,
2018-02-01,4,2.7402
2018-03-01,4,2.7125
2018-04-01,4,
2018-05-01,4,
2018-06-01,4,2.2033
2018-07-01,4,2.0089
2018-08-01,4,2.6
2018-09-01,4,2.24
2018-10-01,4,
2018-11-01,4,
2018-12-01,4,1.605
2019-01-01,4,
2019-02-01,4,1.42
2019-03-01,4,1.37
2019-04-01,4,1.425
2019-05-01,4,
2019-06-01,4,0.9
2019-07-01,4,0.762
2019-08-01,4,0.794
2019-09-01,4,1.44
2019-10-01,4,1.205
2019-11-01,4,1.25
2019-12-01,4,1.22
2020-01-01,4,
2020-02-01,4,1.195
2020-03-01,4,1.175
2020-04-01,4,0.812
2020-05-01,4,
2020-06-01,4,1.21
2020-07-01,4,1.25
2020-08-01,4,1.315
2020-09-01,4,1.23
2020-10-01,4,1.06
2020-11-01,4,0.91
2020-12-01,4,0.982
2021-01-01,4,
2008-01-01,5,
2008-02-01,5,
2008-03-01,5,
2008-04-01,5,
2008-05-01,5,
2008-06-01,5,
2008-07-01,5,
2008-08-01,5,
2008-09-01,5,
2008-10-01,5,
2008-11-01,5,
2008-12-01,5,
2009-01-01,5,
2009-02-01,5,
2009-03-01,5,
2009-04-01,5,
2009-05-01,5,
2009-06-01,5,
2009-07-01,5,
2009-08-01,5,
2009-09-01,5,
2009-10-01,5,
2009-11-01,5,
2009-12-01,5,
2010-01-01,5,
2010-02-01,5,
2010-03-01,5,
2010-04-01,5,
2010-05-01,5,
2010-06-01,5,
2010-07-01,5,
2010-08-01,5,
2010-09-01,5,
2010-10-01,5,
2010-11-01,5,
2010-12-01,5,
2011-01-01,5,
2011-02-01,5,
2011-03-01,5,
2011-04-01,5,
2011-05-01,5,
2011-06-01,5,
2011-07-01,5,
2011-08-01,5,
2011-09-01,5,
2011-10-01,5,
2011-11-01,5,
2011-12-01,5,
2012-01-01,5,
2012-02-01,5,
2012-03-01,5,
2012-04-01,5,
2012-05-01,5,
2012-06-01,5,
2012-07-01,5,
2012-08-01,5,
2012-09-01,5,
2012-10-01,5,
2012-11-01,5,
2012-12-01,5,
2013-01-01,5,
2013-02-01,5,
2013-03-01,5,
2013-04-01,5,
2013-05-01,5,
2013-06-01,5,
2013-07-01,5,
2013-08-01,5,
2013-09-01,5,
2013-10-01,5,
2013-11-01,5,
2013-12-01,5,
2014-01-01,5,
2014-02-01,5,
2014-03-01,5,
2014-04-01,5,
2014-05-01,5,
2014-06-01,5,17.01
2014-07-01,5,15.51
2014-08-01,5,14.05
2014-09-01,5,13.87
2014-10-01,5,13.8
2014-11-01,5,14.17
2014-12-01,5,13.65
2015-01-01,5,
2015-02-01,5,13.3
2015-03-01,5,13.31
2015-04-01,5,13.11
2015-05-01,5,
2015-06-01,5,10.2
2015-07-01,5,10.81
2015-08-01,5,11.3
2015-09-01,5,9.16
2015-10-01,5,8.7
2015-11-01,5,8.25
2015-12-01,5,7.005
2016-01-01,5,
2016-02-01,5,7.28
2016-03-01,5,6.35
2016-04-01,5,5.9
2016-05-01,5,5.9
2016-06-01,5,6
2016-07-01,5,5.1
2016-08-01,5,4.76
2016-09-01,5,4.6
2016-10-01,5,4.26
2016-11-01,5,4.15
2016-12-01,5,
2017-01-01,5,3.6
2017-02-01,5,3.9
2017-03-01,5,4.22
2017-04-01,5,4.15
2017-05-01,5,
2017-06-01,5,14.9
2017-07-01,5,8.26
2017-08-01,5,8.41
2017-09-01,5,9.105
2017-10-01,5,8.91
2017-11-01,5,8.5
2017-12-01,5,7.305
2018-01-01,5,
2018-02-01,5,7.82
2018-03-01,5,6.76
2018-04-01,5,
2018-05-01,5,
2018-06-01,5,
2018-07-01,5,
2018-08-01,5,6.1
2018-09-01,5,
2018-10-01,5,5.2
2018-11-01,5,4.7
2018-12-01,5,
2019-01-01,5,
2019-02-01,5,4.6
2019-03-01,5,4.74
2019-04-01,5,
2019-05-01,5,
2019-06-01,5,4.88
2019-07-01,5,4.76
2019-08-01,5,5
2019-09-01,5,2.38
2019-10-01,5,4.7
2019-11-01,5,4.7
2019-12-01,5,6.05
2020-01-01,5,
2020-02-01,5,7.45
2020-03-01,5,6
2020-04-01,5,5.15
2020-05-01,5,
2020-06-01,5,7.5
2020-07-01,5,7.5
2020-08-01,5,6.65
2020-09-01,5,6.95
2020-10-01,5,6.75
2020-11-01,5,3.16
2020-12-01,5,5.55
2021-01-01,5,
2008-01-01,6,
2008-02-01,6,
2008-03-01,6,
2008-04-01,6,
2008-05-01,6,
2008-06-01,6,
2008-07-01,6,
2008-08-01,6,
2008-09-01,6,
2008-10-01,6,
2008-11-01,6,
2008-12-01,6,
2009-01-01,6,
2009-02-01,6,
2009-03-01,6,
2009-04-01,6,
2009-05-01,6,
2009-06-01,6,
2009-07-01,6,
2009-08-01,6,
2009-09-01,6,
2009-10-01,6,
2009-11-01,6,
2009-12-01,6,
2010-01-01,6,
2010-02-01,6,
2010-03-01,6,
2010-04-01,6,
2010-05-01,6,
2010-06-01,6,
2010-07-01,6,
2010-08-01,6,
2010-09-01,6,
2010-10-01,6,
2010-11-01,6,
2010-12-01,6,
2011-01-01,6,
2011-02-01,6,
2011-03-01,6,
2011-04-01,6,
2011-05-01,6,
2011-06-01,6,
2011-07-01,6,
2011-08-01,6,
2011-09-01,6,
2011-10-01,6,
2011-11-01,6,
2011-12-01,6,
2012-01-01,6,
2012-02-01,6,
2012-03-01,6,
2012-04-01,6,
2012-05-01,6,
2012-06-01,6,
2012-07-01,6,
2012-08-01,6,
2012-09-01,6,
2012-10-01,6,
2012-11-01,6,
2012-12-01,6,
2013-01-01,6,
2013-02-01,6,
2013-03-01,6,
2013-04-01,6,
2013-05-01,6,
2013-06-01,6,
2013-07-01,6,
2013-08-01,6,
2013-09-01,6,
2013-10-01,6,
2013-11-01,6,
2013-12-01,6,
2014-01-01,6,
2014-02-01,6,
2014-03-01,6,
2014-04-01,6,
2014-05-01,6,
2014-06-01,6,1.67
2014-07-01,6,1.85
2014-08-01,6,1.93
2014-09-01,6,1.89
2014-10-01,6,1.9
2014-11-01,6,1.85
2014-12-01,6,1.85
2015-01-01,6,
2015-02-01,6,1.86
2015-03-01,6,1.83
2015-04-01,6,1.87
2015-05-01,6,
2015-06-01,6,1.73
2015-07-01,6,1.63
2015-08-01,6,1.55
2015-09-01,6,1.45
2015-10-01,6,1.48
2015-11-01,6,1.61
2015-12-01,6,1.6
2016-01-01,6,
2016-02-01,6,1.6
2016-03-01,6,1.43
2016-04-01,6,1.76
2016-05-01,6,1.51
2016-06-01,6,1.27
2016-07-01,6,1.18
2016-08-01,6,1.22
2016-09-01,6,1.27
2016-10-01,6,0.96
2016-11-01,6,0.69
2016-12-01,6,0.46
2017-01-01,6,0.48
2017-02-01,6,0.67
2017-03-01,6,0.55
2017-04-01,6,0.6
2017-05-01,6,
2017-06-01,6,0.67
2017-07-01,6,0.58
2017-08-01,6,0.59
2017-09-01,6,0.76
2017-10-01,6,0.66
2017-11-01,6,0.63
2017-12-01,6,0.62
2018-01-01,6,
2018-02-01,6,0.51
2018-03-01,6,0.4
2018-04-01,6,
2018-05-01,6,
2018-06-01,6,0.38
2018-07-01,6,
2018-08-01,6,
2018-09-01,6,
2018-10-01,6,
2018-11-01,6,
2018-12-01,6,
2019-01-01,6,
2019-02-01,6,
2019-03-01,6,
2019-04-01,6,
2019-05-01,6,
2019-06-01,6,
2019-07-01,6,
2019-08-01,6,
2019-09-01,6,
2019-10-01,6,
2019-11-01,6,
2019-12-01,6,
2020-01-01,6,
2020-02-01,6,
2020-03-01,6,
2020-04-01,6,
2020-05-01,6,
2020-06-01,6,
2020-07-01,6,
2020-08-01,6,
2020-09-01,6,
2020-10-01,6,
2020-11-01,6,
2020-12-01,6,
2021-01-01,6,
2008-01-01,7,
2008-02-01,7,
2008-03-01,7,
2008-04-01,7,
2008-05-01,7,
2008-06-01,7,
2008-07-01,7,
2008-08-01,7,
2008-09-01,7,
2008-10-01,7,
2008-11-01,7,
2008-12-01,7,
2009-01-01,7,
2009-02-01,7,
2009-03-01,7,
2009-04-01,7,
2009-05-01,7,
2009-06-01,7,
2009-07-01,7,
2009-08-01,7,
2009-09-01,7,
2009-10-01,7,
2009-11-01,7,
2009-12-01,7,
2010-01-01,7,
2010-02-01,7,
2010-03-01,7,
2010-04-01,7,
2010-05-01,7,
2010-06-01,7,
2010-07-01,7,
2010-08-01,7,
2010-09-01,7,
2010-10-01,7,
2010-11-01,7,
2010-12-01,7,
2011-01-01,7,
2011-02-01,7,
2011-03-01,7,
2011-04-01,7,
2011-05-01,7,
2011-06-01,7,
2011-07-01,7,
2011-08-01,7,
2011-09-01,7,
2011-10-01,7,
2011-11-01,7,
2011-12-01,7,
2012-01-01,7,
2012-02-01,7,
2012-03-01,7,
2012-04-01,7,
2012-05-01,7,
2012-06-01,7,
2012-07-01,7,
2012-08-01,7,
2012-09-01,7,
2012-10-01,7,
2012-11-01,7,
2012-12-01,7,
2013-01-01,7,
2013-02-01,7,
2013-03-01,7,
2013-04-01,7,
2013-05-01,7,
2013-06-01,7,
2013-07-01,7,
2013-08-01,7,
2013-09-01,7,
2013-10-01,7,
2013-11-01,7,
2013-12-01,7,
2014-01-01,7,
2014-02-01,7,
2014-03-01,7,
2014-04-01,7,
2014-05-01,7,
2014-06-01,7,
2014-07-01,7,2.44
2014-08-01,7,2.36
2014-09-01,7,2.4
2014-10-01,7,2.24
2014-11-01,7,1.91
2014-12-01,7,1.99
2015-01-01,7,
2015-02-01,7,2.15
2015-03-01,7,1.98
2015-04-01,7,2.06
2015-05-01,7,
2015-06-01,7,2.03
2015-07-01,7,1.92
2015-08-01,7,1.94
2015-09-01,7,1.9
2015-10-01,7,1.78
2015-11-01,7,1.88
2015-12-01,7,1.75
2016-01-01,7,
2016-02-01,7,1.68
2016-03-01,7,1.65
2016-04-01,7,1.73
2016-05-01,7,1.75
2016-06-01,7,1.83
2016-07-01,7,2.16
2016-08-01,7,2.04
2016-09-01,7,2.04
2016-10-01,7,2.1
2016-11-01,7,2.18
2016-12-01,7,2.18
2017-01-01,7,2.48
2017-02-01,7,2.47
2017-03-01,7,2.54
2017-04-01,7,2.5
2017-05-01,7,
2017-06-01,7,2.87
2017-07-01,7,2.86
2017-08-01,7,2.63
2017-09-01,7,2.69
2017-10-01,7,2.59
2017-11-01,7,2.56
2017-12-01,7,2.35
2018-01-01,7,
2018-02-01,7,2.81
2018-03-01,7,2.7
2018-04-01,7,
2018-05-01,7,
2018-06-01,7,2.72
2018-07-01,7,2.67
2018-08-01,7,2.71
2018-09-01,7,2.7
2018-10-01,7,3
2018-11-01,7,2.73
2018-12-01,7,2.7
2019-01-01,7,
2019-02-01,7,2.55
2019-03-01,7,2.8
2019-04-01,7,2.79
2019-05-01,7,
2019-06-01,7,
2019-07-01,7,
2019-08-01,7,
2019-09-01,7,
2019-10-01,7,
2019-11-01,7,
2019-12-01,7,
2020-01-01,7,
2020-02-01,7,
2020-03-01,7,
2020-04-01,7,
2020-05-01,7,
2020-06-01,7,
2020-07-01,7,
2020-08-01,7,
2020-09-01,7,
2020-10-01,7,
2020-11-01,7,
2020-12-01,7,
2021-01-01,7,
2008-01-01,8,
2008-02-01,8,1.841
2008-03-01,8,1.947
2008-04-01,8,1.864
2008-05-01,8,
2008-06-01,8,1.471
2008-07-01,8,1.298
2008-08-01,8,1.366
2008-09-01,8,1.55
2008-10-01,8,1.346
2008-11-01,8,1.205
2008-12-01,8,0.963
2009-01-01,8,
2009-02-01,8,0.653
2009-03-01,8,0.56
2009-04-01,8,0.581
2009-05-01,8,
2009-06-01,8,0.849
2009-07-01,8,0.8705
2009-08-01,8,0.9845
2009-09-01,8,1.064
2009-10-01,8,1.108
2009-11-01,8,1.04
2009-12-01,8,1.069
2010-01-01,8,
2010-02-01,8,0.9735
2010-03-01,8,0.914
2010-04-01,8,1.158
2010-05-01,8,1.148
2010-06-01,8,1.042
2010-07-01,8,0.988
2010-08-01,8,1.038
2010-09-01,8,1.148
2010-10-01,8,1.462
2010-11-01,8,1.583
2010-12-01,8,1.534
2011-01-01,8,1.561
2011-02-01,8,1.63
2011-03-01,8,1.687
2011-04-01,8,1.745
2011-05-01,8,1.848
2011-06-01,8,1.881
2011-07-01,8,1.974
2011-08-01,8,1.733
2011-09-01,8,1.402
2011-10-01,8,1.27
2011-11-01,8,1.432
2011-12-01,8,1.38
2012-01-01,8,1.356
2012-02-01,8,1.699
2012-03-01,8,1.746
2012-04-01,8,1.693
2012-05-01,8,
2012-06-01,8,1.65
2012-07-01,8,1.567
2012-08-01,8,1.674
2012-09-01,8,1.672
2012-10-01,8,1.611
2012-11-01,8,1.583
2012-12-01,8,1.845
2013-01-01,8,
2013-02-01,8,2.07
2013-03-01,8,2.104
2013-04-01,8,
2013-05-01,8,
2013-06-01,8,2.54
2013-07-01,8,2.804
2013-08-01,8,3.362
2013-09-01,8,3.548
2013-10-01,8,3.848
2013-11-01,8,3.89
2013-12-01,8,3.85
2014-01-01,8,
2014-02-01,8,3.826
2014-03-01,8,4.282
2014-04-01,8,5.594
2014-05-01,8,
2014-06-01,8,5.864
2014-07-01,8,5.518
2014-08-01,8,5.652
2014-09-01,8,5.408
2014-10-01,8,5.14
2014-11-01,8,5.286
2014-12-01,8,5.572
2015-01-01,8,
2015-02-01,8,6.252
2015-03-01,8,6.834
2015-04-01,8,7.55
2015-05-01,8,
2015-06-01,8,7.716
2015-07-01,8,7.752
2015-08-01,8,8.386
2015-09-01,8,7.26
2015-10-01,8,7.048
2015-11-01,8,8.192
2015-12-01,8,8.84
2016-01-01,8,
2016-02-01,8,7.578
2016-03-01,8,7.768
2016-04-01,8,9.044
2016-05-01,8,9.44
2016-06-01,8,10.38
2016-07-01,8,10.17
2016-08-01,8,10.55
2016-09-01,8,10.46
2016-10-01,8,10.7
2016-11-01,8,11.26
2016-12-01,8,10.71
2017-01-01,8,11.96
2017-02-01,8,12.22
2017-03-01,8,12.99
2017-04-01,8,14.14
2017-05-01,8,
2017-06-01,8,13.99
2017-07-01,8,12.74
2017-08-01,8,13.05
2017-09-01,8,13.35
2017-10-01,8,14.31
2017-11-01,8,14.25
2017-12-01,8,12.78
2018-01-01,8,
2018-02-01,8,12.82
2018-03-01,8,11.26
2018-04-01,8,
2018-05-01,8,
2018-06-01,8,12.39
2018-07-01,8,11.35
2018-08-01,8,11.68
2018-09-01,8,11.49
2018-10-01,8,11.5
2018-11-01,8,9.99
2018-12-01,8,10.18
2019-01-01,8,
2019-02-01,8,9.945
