Date,Id,Price
2008,31,
2009,31,
2010,31,18749.35
2011,31,13227.02
2012,31,10507.39
2013,31,5959.906
2014,31,5455.867
2015,31,2031.688
2016,31,414.4282
2017,31,945.1523
2018,31,103.7959
2019,31,33.4396
2020,31,12.2
2008,32,1.53
2009,32,1.39
2010,32,1.281
2011,32,1.26
2012,32,1
2013,32,1.209
2014,32,1.18
2015,32,1.209
2016,32,1.125
2017,32,1.235
2018,32,1.135
2019,32,1.13
2020,32,1.05
2008,33,0.92
2009,33,0.46
2010,33,0.26
2011,33,0.17
2012,33,0.18
2013,33,0.19
2014,33,0.22
2015,33,0.24
2016,33,0.17
2017,33,0.28
2018,33,0.21
2019,33,0.21
2020,33,0.21
2008,34,7.86
2009,34,8.38
2010,34,5.53
2011,34,3.99
2012,34,3.71
2013,34,5.44
2014,34,4.94
2015,34,10.25
2016,34,10.58
2017,34,10.58
2018,34,10.58
2019,34,10.58
2020,34,10.58
2008,35,2.48
2009,35,3.38
2010,35,2.115
2011,35,1.59
2012,35,1.637
2013,35,4.162
2014,35,5.015
2015,35,5.905
2016,35,4.202
2017,35,7.55
2018,35,5.15
2019,35,6.724
2020,35,6.65
2008,36,11.58
2009,36,11.28
2010,36,8.54
2011,36,6.76
2012,36,10.54
2013,36,13.11
2014,36,10.51
2015,36,16.6
2016,36,22.51
2017,36,22.5
2018,36,15.025
2019,36,22.45
2020,36,19.5
2008,37,14.245
2009,37,15.475
2010,37,12.55
2011,37,7.28
2012,37,6.4
2013,37,12.275
2014,37,9.4
2015,37,21.05
2016,37,22.325
2017,37,23.85
2018,37,18.38
2019,37,24.15
2020,37,29.3
2008,38,2.01
2009,38,2.49
2010,38,2.1175
2011,38,2.39
2012,38,3.534
2013,38,4.886
2014,38,3.016
2015,38,4.01
2016,38,3.002
2017,38,3.218
2018,38,1.416
2019,38,1.605
2020,38,1.182
2008,39,3.9236
2009,39,5.0238
2010,39,5.2475
2011,39,4.0891
2012,39,3.6119
2013,39,3.2475
2014,39,2.816
2015,39,2.4
2016,39,2.98
2017,39,2.984
2018,39,2.88
2019,39,3.08
2020,39,10.6
2008,40,2.3461
2009,40,2.7691
2010,40,1.6749
2011,40,0.8495
2012,40,0.9735
2013,40,1.296
2014,40,0.9295
2015,40,1.106
2016,40,0.9235
2017,40,2.17
2018,40,2.345
2019,40,4.76
2020,40,6.59
2008,41,169.9166
2009,41,99.9626
2010,41,45.9073
2011,41,14.1852
2012,41,6.2415
2013,41,14.4839
2014,41,6.4281
2015,41,5.0059
2016,41,4.0465
2017,41,4.5729
2018,41,1.99
2019,41,1.64
2020,41,4.27
2008,42,3.9866
2009,42,4.0475
2010,42,3.74
2011,42,3.144
2012,42,3.138
2013,42,3.174
2014,42,3.696
2015,42,3.892
2016,42,4.188
2017,42,5.13
2018,42,5.044
2019,42,7.072
2020,42,8.276
2008,43,2.335
2009,43,3
2010,43,3.16
2011,43,2.604
2012,43,3.024
2013,43,3.632
2014,43,3.76
2015,43,4.756
2016,43,4.352
2017,43,4.844
2018,43,4.953
2019,43,5.954
2020,43,6.25
2008,44,0.32
2009,44,0.4
2010,44,0.42
2011,44,0.24
2012,44,0.12
2013,44,0.17
2014,44,0.09
2015,44,0.08
2016,44,0.06
2017,44,0.06
2018,44,0.06
2019,44,0.06
2020,44,0.06
2008,45,
2009,45,
2010,45,
2011,45,
2012,45,
2013,45,
2014,45,
2015,45,
2016,45,
2017,45,
2018,45,
2019,45,
2020,45,
2008,46,9.635
2009,46,7.48
2010,46,8.6
2011,46,4.888
2012,46,4.554
2013,46,8.275
2014,46,8.94
2015,46,14.2
2016,46,11.55
2017,46,15.4
2018,46,12.01
2019,46,18.44
2020,46,17.15
2008,47,1.271
2009,47,1.466
2010,47,1.029
2011,47,0.7265
2012,47,0.4373
2013,47,0.8505
2014,47,0.8375
2015,47,1.254
2016,47,1.23
2017,47,1.542
2018,47,1.5725
2019,47,1.672
2020,47,1.3045
2008,48,
2009,48,
2010,48,1.58
2011,48,1.61
2012,48,1.4
2013,48,1.83
2014,48,1.73
2015,48,1.88
2016,48,1.89
2017,48,1.89
2018,48,1.89
2019,48,1.89
2020,48,1.89
2008,49,
2009,49,
2010,49,
2011,49,
2012,49,0.6977
2013,49,1.1184
2014,49,0.7632
2015,49,0.4783
2016,49,0.275
2017,49,0.3391
2018,49,0.326
2019,49,0.3
2020,49,0.302
2008,50,
2009,50,
2010,50,
2011,50,
2012,50,
2013,50,
2014,50,22.8829
2015,50,19.5072
2016,50,18.5812
2017,50,19.9155
2018,50,18.9197
2019,50,16.4303
2020,50,16.3
2008,51,
2009,51,
2010,51,
2011,51,
2012,51,
2013,51,
2014,51,
2015,51,
2016,51,
2017,51,
2018,51,
2019,51,
2020,51,
2008,52,
2009,52,
2010,52,
2011,52,
2012,52,
2013,52,
2014,52,
2015,52,4.33
2016,52,5.23
2017,52,9.89
2018,52,9.3
2019,52,8.45
2020,52,7.65
2008,53,5.7537
2009,53,6.045
2010,53,6.94
2011,53,6.655
2012,53,6.92
2013,53,6.985
2014,53,6.105
2015,53,12.91
2016,53,11.93
2017,53,23.85
2018,53,18.18
2019,53,30.35
2020,53,23.05
2008,54,3.465
2009,54,2.9875
2010,54,3.17
2011,54,2.5
2012,54,3.8825
2013,54,3.9275
2014,54,6.6325
2015,54,10.05
2016,54,23.47
2017,54,26.03
2018,54,12.67
2019,54,33.04
2020,54,26.55
2008,55,4.7775
2009,55,4.07
2010,55,6.055
2011,55,5.75
2012,55,6.605
2013,55,8.28
2014,55,8.9
2015,55,16.4
2016,55,18.69
2017,55,30.82
2018,55,20.4
2019,55,16.87
2020,55,14
2008,56,8.2606
2009,56,7.87
2010,56,7.245
2011,56,6.65
2012,56,9.25
2013,56,9.25
2014,56,13.49
2015,56,14.82
2016,56,15.82
2017,56,33.8
2018,56,17.2
2019,56,16.4
2020,56,13.96
2008,57,1.75
2009,57,3
2010,57,3.04
2011,57,2.39
2012,57,2.63
2013,57,2.75
2014,57,2.67
2015,57,2.45
2016,57,2.55
2017,57,3.48
2018,57,3.49
2019,57,3.49
2020,57,3.49
2008,58,10.7315
2009,58,11.7853
2010,58,12.3267
2011,58,9.2764
2012,58,14.5117
2013,58,18.0888
2014,58,14.647
2015,58,19.5874
2016,58,23.5899
2017,58,26.2873
2018,58,16.87
2019,58,21.49
2020,58,29.08
2008,59,3.3025
2009,59,4.66
2010,59,6.245
2011,59,5.45
2012,59,6.335
2013,59,8.99
2014,59,10.21
2015,59,13.9
2016,59,13.9
2017,59,21.6
2018,59,20.25
2019,59,24
2020,59,18.85
2008,60,0.51
2009,60,0.6905
2010,60,0.662
2011,60,0.449
2012,60,0.3393
2013,60,0.4248
2014,60,0.4015
2015,60,0.4779
2016,60,0.3687
2017,60,0.416
2018,60,0.282
2019,60,0.216
2020,60,0.301
2008,61,2.9044
2009,61,2.1912
2010,61,4.1863
2011,61,2.826
2012,61,2.6
2013,61,2.762
2014,61,3.01
2015,61,1.725
2016,61,2.824
2017,61,9.925
2018,61,6.71
2019,61,6.82
2020,61,6.16
2008,62,1.46
2009,62,1.537
2010,62,1.555
2011,62,1.85
2012,62,1.406
2013,62,1.682
2014,62,1.751
2015,62,2.134
2016,62,1.798
2017,62,2.622
2018,62,1.81
2019,62,1.785
2020,62,1.69
2008,63,0.338
2009,63,0.44
2010,63,0.3555
2011,63,0.3495
2012,63,0.483
2013,63,0.56
2014,63,0.58
2015,63,0.606
2016,63,1.07
2017,63,1.665
2018,63,1.365
2019,63,1.59
2020,63,2.205
2008,64,1.15
2009,64,1.088
2010,64,0.967
2011,64,0.831
2012,64,0.683
2013,64,0.721
2014,64,0.882
2015,64,1.175
2016,64,0.837
2017,64,0.7205
2018,64,0.4833
2019,64,0.5564
2020,64,0.3774
2008,65,5.4
2009,65,5.95
2010,65,8.675
2011,65,6.485
2012,65,7.9
2013,65,12.08
2014,65,14.72
2015,65,19.08
2016,65,17.35
2017,65,21.52
2018,65,20.6
2019,65,20.35
2020,65,16.86
2008,66,
2009,66,
2010,66,
2011,66,9.8
2012,66,7.5
2013,66,7.25
2014,66,7.35
2015,66,8.8
2016,66,8.5
2017,66,13.08
2018,66,11.06
2019,66,8.7
2020,66,5.48
2008,67,2.12
2009,67,2.3975
2010,67,2.405
2011,67,1.735
2012,67,1.451
2013,67,1.745
2014,67,2.684
2015,67,3.328
2016,67,3.212
2017,67,3.46
2018,67,2.73
2019,67,2.42
2020,67,2.5
2008,68,951774.5
2009,68,428818.4
2010,68,263168.1
2011,68,3.1642
2012,68,2.028
2013,68,3.848
2014,68,2.54
2015,68,3.665
2016,68,2.055
2017,68,1.833
2018,68,0.574
2019,68,0.6639
2020,68,0.278
2008,69,1.1
2009,69,1.89
2010,69,1.98
2011,69,1.29
2012,69,1.76
2013,69,2.48
2014,69,2.39
2015,69,2.39
2016,69,2.96
2017,69,3.1
2018,69,2.85
2019,69,2.85
2020,69,2.85
2008,70,2.32
2009,70,4.44
2010,70,4.2
2011,70,4
2012,70,3.78
2013,70,10.06
2014,70,15.16
2015,70,21.07
2016,70,15.93
2017,70,16.55
2018,70,11.15
2019,70,12
2020,70,13.15
2008,71,1.475
2009,71,1.4
2010,71,1.244
2011,71,1.9
2012,71,2
2013,71,3.19
2014,71,3.34
2015,71,2.832
2016,71,2.568
2017,71,3.42
2018,71,3.24
2019,71,3.41
2020,71,3.38
2008,72,1.045
2009,72,2.1575
2010,72,1.889
2011,72,1.65
2012,72,1.7
2013,72,3.896
2014,72,8.11
2015,72,13.05
2016,72,8.97
2017,72,16.39
2018,72,7.92
2019,72,9.33
2020,72,13.68
2008,73,25.81
2009,73,31.22
2010,73,26.24
2011,73,17.48
2012,73,32.38
2013,73,31.1
2014,73,20.25
2015,73,18.94
2016,73,18.51
2017,73,25.08
2018,73,25.08
2019,73,25.08
2020,73,25.08
2008,74,
2009,74,
2010,74,
2011,74,
2012,74,
2013,74,
2014,74,
2015,74,
2016,74,
2017,74,
2018,74,
2019,74,
2020,74,
2008,75,
2009,75,
2010,75,
2011,75,
2012,75,
2013,75,5.64
2014,75,3.26
2015,75,2.702
2016,75,2.74
2017,75,2.42
2018,75,1.25
2019,75,0.64
2020,75,0.258
2008,76,2.6807
2009,76,2.8641
2010,76,3.0704
2011,76,2.8112
2012,76,2.9004
2013,76,3.356
2014,76,3.3841
2015,76,3.9866
2016,76,3.914
2017,76,4.08
2018,76,3.819
2019,76,4.686
2020,76,4.601
2008,77,0.9276
2009,77,1.33
2010,77,1.253
2011,77,0.7275
2012,77,0.4612
2013,77,1.113
2014,77,0.9055
2015,77,1.49
2016,77,1.556
2017,77,2.5
2018,77,2.096
2019,77,2.762
2020,77,2.126
2008,78,1.511
2009,78,1.5989
2010,78,1.5298
2011,78,1.0893
2012,78,1.2088
2013,78,1.65
2014,78,1.945
2015,78,2.45
2016,78,2.192
2017,78,2.91
2018,78,2.662
2019,78,3.9
2020,78,2.98
2008,79,0.92
2009,79,1.056
2010,79,1.098
2011,79,0.6505
2012,79,0.6145
2013,79,1.05
2014,79,1.1
2015,79,1.6
2016,79,1.6
2017,79,2.308
2018,79,1.655
2019,79,2
2020,79,2.28
2008,80,1.475
2009,80,1.506
2010,80,1.576
2011,80,1.351
2012,80,1.274
2013,80,1.791
2014,80,1.826
2015,80,2.184
2016,80,2.724
2017,80,3.546
2018,80,3.11
2019,80,3.815
2020,80,3.635
2008,81,1.16
2009,81,1.29
2010,81,1.225
2011,81,0.807
2012,81,0.872
2013,81,0.9775
2014,81,0.854
2015,81,0.723
2016,81,0.752
2017,81,0.949
2018,81,0.946
2019,81,1.03
2020,81,1.01
2008,82,
2009,82,
2010,82,
2011,82,
2012,82,
2013,82,
2014,82,12.2
2015,82,3.79
2016,82,2.58
2017,82,1.2
2018,82,1.2
2019,82,1.2
2020,82,1.2
2008,83,3.0909
2009,83,3.5455
2010,83,4.3455
2011,83,4.0982
2012,83,4.52
2013,83,4.94
2014,83,5.07
2015,83,6.065
2016,83,5.52
2017,83,8.14
2018,83,8.5
2019,83,12.7
2020,83,13.68
2008,84,0.3695
2009,84,0.66
2010,84,0.659
2011,84,0.557
2012,84,0.4026
2013,84,0.5595
2014,84,0.432
2015,84,0.416
2016,84,0.381
2017,84,0.579
2018,84,0.4635
2019,84,0.548
2020,84,0.44
2008,85,0.15
2009,85,0.246
2010,85,0.2434
2011,85,0.141
2012,85,0.1542
2013,85,0.2698
2014,85,0.2712
2015,85,0.3679
2016,85,0.3055
2017,85,0.5055
2018,85,0.62
2019,85,0.823
2020,85,0.97
2008,86,0.3695
2009,86,0.66
2010,86,0.659
2011,86,0.557
2012,86,0.4026
2013,86,0.5595
2014,86,0.432
2015,86,0.416
2016,86,0.381
2017,86,0.579
2018,86,0.4635
2019,86,0.548
2020,86,0.44
2008,87,17.6605
2009,87,25.9516
2010,87,14.4754
2011,87,6.5437
2012,87,2.092
2013,87,3.946
2014,87,2.2784
2015,87,1.973
2016,87,1.2324
2017,87,0.244
2018,87,0.1993
2019,87,0.16
2020,87,0.0806
2008,88,0.1717
2009,88,0.1683
2010,88,0.1207
2011,88,0.0717
2012,88,0.0578
2013,88,0.0435
2014,88,0.0376
2015,88,0.0331
2016,88,0.0223
2017,88,0.02
2018,88,0.0038
2019,88,0.0046
2020,88,0.0046
2008,89,0.83
2009,89,1.07
2010,89,0.82
2011,89,0.92
2012,89,0.92
2013,89,1.23
2014,89,1.25
2015,89,1.19
2016,89,0.97
2017,89,1.08
2018,89,0.86
2019,89,0.85
2020,89,0.85
2008,90,
2009,90,5.22
2010,90,9.62
2011,90,8.34
2012,90,11.92
2013,90,32.6
2014,90,18.4
2015,90,34.55
2016,90,26.94
2017,90,29.12
2018,90,37.94
2019,90,37.94
2020,90,37.94
2008,91,
2009,91,
2010,91,
2011,91,
2012,91,
2013,91,49.9756
2014,91,20.0155
2015,91,16.8657
2016,91,19.531
2017,91,111.6657
2018,91,83.3279
2019,91,41.9
2020,91,24.6
2008,92,
2009,92,
2010,92,
2011,92,
2012,92,
2013,92,
2014,92,6.1
2015,92,4.98
2016,92,3.03
2017,92,6.69
2018,92,1.56
2019,92,5.1
2020,92,4.59
2008,93,
2009,93,
2010,93,
2011,93,
2012,93,
2013,93,
2014,93,2.03
2015,93,2.17
2016,93,1.17
2017,93,1.15
2018,93,1.15
2019,93,1.15
2020,93,1.15
2008,94,
2009,94,
2010,94,
2011,94,
2012,94,
2013,94,
2014,94,
2015,94,
2016,94,
2017,94,
2018,94,
2019,94,
2020,94,
2008,95,0.828
2009,95,3.035
2010,95,3.735
2011,95,3.272
2012,95,3.754
2013,95,4.038
2014,95,4.904
2015,95,7.995
2016,95,9.05
2017,95,12.84
2018,95,14.05
2019,95,25.64
2020,95,34.04
2008,96,0.73
2009,96,0.95
2010,96,0.66
2011,96,0.31
2012,96,0.29
2013,96,0.3
2014,96,0.23
2015,96,0.24
2016,96,0.24
2017,96,0.24
2018,96,0.24
2019,96,0.24
2020,96,0.24
2008,97,112
2009,97,72.95
2010,97,45.2
2011,97,8.2
2012,97,0.57
2013,97,0.629
2014,97,0.9885
2015,97,1.063
2016,97,1.045
2017,97,1.024
2018,97,0.97
2019,97,1.02
2020,97,1.12
2008,98,13.9057
2009,98,24.2618
2010,98,31.4097
2011,98,19.0058
2012,98,29.5277
2013,98,33.243
2014,98,32.5019
2015,98,47.2462
2016,98,54.8525
2017,98,72.1615
2018,98,70.7
2019,98,115.4
2020,98,170.1
2008,99,
2009,99,2.86
2010,99,1.61
2011,99,0.96
2012,99,0.83
2013,99,0.96
2014,99,1.61
2015,99,1.51
2016,99,1.52
2017,99,1.76
2018,99,1.76
2019,99,1.76
2020,99,1.76
2008,100,1.303
2009,100,2.8615
2010,100,5.3204
2011,100,6.18
2012,100,10.92
2013,100,11.87
2014,100,14.97
2015,100,27.67
2016,100,22.58
2017,100,25.23
2018,100,22.1
2019,100,18.85
2020,100,25.78
2008,101,1.014
2009,101,0.9749
2010,101,1.0632
2011,101,1.5599
2012,101,1.4069
2013,101,1.4513
2014,101,1.3822
2015,101,1
2016,101,1.27
2017,101,1.49
2018,101,1.495
2019,101,1.22
2020,101,0.715
2008,102,0.83
2009,102,1.922
2010,102,1.435
2011,102,0.7765
2012,102,1
2013,102,1.674
2014,102,1.666
2015,102,1.985
2016,102,1.855
2017,102,2.422
2018,102,1.304
2019,102,3.06
2020,102,3.09
2008,103,0.2196
2009,103,0.409
2010,103,0.3052
2011,103,0.2109
2012,103,0.1553
2013,103,0.1857
2014,103,0.447
2015,103,0.3265
2016,103,0.3196
2017,103,0.4501
2018,103,0.2548
2019,103,0.1965
2020,103,0.134
2008,104,0.74
2009,104,1.145
2010,104,1.878
2011,104,1.542
2012,104,1.578
2013,104,1.792
2014,104,1.415
2015,104,1.337
2016,104,1.144
2017,104,1.806
2018,104,1.685
2019,104,2.47
2020,104,1.5
2008,105,0.501
2009,105,1.225
2010,105,1.416
2011,105,0.788
2012,105,0.96
2013,105,1.329
2014,105,1.209
2015,105,0.95
2016,105,0.578
2017,105,1.149
2018,105,0.782
2019,105,0.595
2020,105,0.585
2008,106,1.2852
2009,106,1.1317
2010,106,1.4418
2011,106,0.491
2012,106,0.541
2013,106,0.82
2014,106,0.8595
2015,106,0.7695
2016,106,0.91
2017,106,1.435
2018,106,1.252
2019,106,0.912
2020,106,1.098
2008,107,15.0221
2009,107,10.6563
2010,107,10.9145
2011,107,10.8319
2012,107,8.1895
2013,107,7.3
2014,107,5.3
2015,107,4.02
2016,107,1.98
2017,107,2.56
2018,107,1.94
2019,107,1.8694
2020,107,1.738
2008,108,
2009,108,
2010,108,
2011,108,
2012,108,
2013,108,9.3785
2014,108,9.1871
2015,108,10.3833
2016,108,12.9959
2017,108,18.8335
2018,108,13.5
2019,108,14.36
2020,108,9.17
2008,109,
2009,109,
2010,109,
2011,109,
2012,109,
2013,109,1.6
2014,109,1
2015,109,1.7
2016,109,2.4
2017,109,2.4
2018,109,2.4
2019,109,2.4
2020,109,2.4
2008,110,7.2041
2009,110,1.7682
2010,110,0.5206
2011,110,0.0971
2012,110,0.1034
2013,110,0.1074
2014,110,0.0524
2015,110,0.035
2016,110,0.0137
2017,110,0.116
2018,110,0.052
2019,110,0.0522
2020,110,0.0516
2008,111,1.268
2009,111,1.355
2010,111,1.349
2011,111,1.318
2012,111,0.97
2013,111,0.959
2014,111,0.853
2015,111,0.39
2016,111,0.3425
2017,111,0.32
2018,111,1.25
2019,111,1.37
2020,111,1.23
2008,112,12.65
2009,112,12.27
2010,112,13.97
2011,112,12.62
2012,112,13.74
2013,112,28
2014,112,36.3
2015,112,47.99
2016,112,57.6
2017,112,67.8
2018,112,54.4
2019,112,64.1
2020,112,67.9
2008,113,3.8575
2009,113,5.325
2010,113,5.435
2011,113,2.856
2012,113,2.484
2013,113,5.265
2014,113,9.36
2015,113,15.92
2016,113,19.14
2017,113,42.3
2018,113,17.17
2019,113,14.85
2020,113,18.83
2008,114,2.82
2009,114,4.625
2010,114,3.6975
2011,114,2.79
2012,114,2.32
2013,114,2.36
2014,114,2.894
2015,114,6.375
2016,114,5.575
2017,114,6.915
2018,114,3.39
2019,114,3.8
2020,114,1.425
2008,115,1.84
2009,115,1.36
2010,115,2.18
2011,115,1.91
2012,115,2.06
2013,115,2.87
2014,115,2.8
2015,115,3.92
2016,115,4.29
2017,115,4.29
2018,115,4.29
2019,115,4.29
2020,115,4.29
2008,116,15
2009,116,16.29
2010,116,25.49
2011,116,11.19
2012,116,8.8
2013,116,12.88
2014,116,11.17
2015,116,11.35
2016,116,10.4
2017,116,19.91
2018,116,14.88
2019,116,13.4
2020,116,15.05
2008,117,
2009,117,
2010,117,0.3425
2011,117,0.201
2012,117,0.2441
2013,117,0.3956
2014,117,0.3133
2015,117,0.3451
2016,117,0.2891
2017,117,0.2681
2018,117,0.2209
2019,117,0.2108
2020,117,0.0802
2008,118,2.0754
2009,118,1.9111
2010,118,3.3683
2011,118,1.2781
2012,118,1.8558
2013,118,2.6185
2014,118,1.6431
2015,118,1.6655
2016,118,1.3404
2017,118,3.906
2018,118,1.68
2019,118,2.22
2020,118,1.544
2008,119,3.8952
2009,119,3.71
2010,119,5.695
2011,119,5.195
2012,119,5.795
2013,119,8.72
2014,119,11.65
2015,119,14.32
2016,119,15.55
2017,119,26.22
2018,119,26
2019,119,28.24
2020,119,40.34
2008,120,
2009,120,
2010,120,
2011,120,
2012,120,
2013,120,
2014,120,0.7685
2015,120,0.4003
2016,120,0.4729
2017,120,1.252
2018,120,0.922
2019,120,0.921
2020,120,0.5485
2008,121,
2009,121,
2010,121,
2011,121,
2012,121,
2013,121,8.285
2014,121,6.7
2015,121,6.34
2016,121,8.265
2017,121,11.17
2018,121,7.848
2019,121,9.79
2020,121,10.325
2008,122,7.535
2009,122,17.39
2010,122,23.95
2011,122,16.31
2012,122,21.75
2013,122,24.95
2014,122,20.58
2015,122,17.6
2016,122,19.31
2017,122,19.81
2018,122,15.26
2019,122,16.38
2020,122,14.38
2008,123,
2009,123,
2010,123,
2011,123,
2012,123,
2013,123,
2014,123,2.796
2015,123,4.75
2016,123,3.358
2017,123,2.928
2018,123,2.88
2019,123,2.16
2020,123,1.12
2008,124,
2009,124,
2010,124,
2011,124,
2012,124,
2013,124,
2014,124,
2015,124,1.29
2016,124,0.616
2017,124,2.97
2018,124,1.722
2019,124,1.26
2020,124,0.786
2008,125,
2009,125,
2010,125,
