Date,Id,LT_Receivables
2019,35,0
2020,35,0
2008,36,79658
2009,36,48583
2010,36,38157
2011,36,28686
2012,36,0
2013,36,47078
2014,36,44561
2015,36,36083
2016,36,36429
2017,36,23499
2018,36,25063
2019,36,21932
2020,36,31019
2008,37,107190
2009,37,113324
2010,37,132069
2011,37,131439
2012,37,139676
2013,37,200252
2014,37,149080
2015,37,37270
2016,37,114866
2017,37,160096
2018,37,157611
2019,37,181557
2020,37,162016
2008,38,75477
2009,38,58723
2010,38,74518
2011,38,72117
2012,38,69927
2013,38,2791
2014,38,0
2015,38,0
2016,38,0
2017,38,0
2018,38,0
2019,38,0
2020,38,303984
2008,39,
2009,39,
2010,39,
2011,39,
2012,39,
2013,39,91
2014,39,0
2015,39,0
2016,39,0
2017,39,0
2018,39,0
2019,39,10
2020,39,875
2008,40,2909
2009,40,1776
2010,40,11352
2011,40,8288
2012,40,0
2013,40,0
2014,40,7228
2015,40,18818
2016,40,1458
2017,40,12528
2018,40,11349
2019,40,8785
2020,40,7713
2008,41,
2009,41,
2010,41,
2011,41,
2012,41,9714
2013,41,5455
2014,41,4556
2015,41,3319
2016,41,3227
2017,41,123
2018,41,108
2019,41,0
2020,41,1205
2008,42,4780000
2009,42,8926000
2010,42,3525000
2011,42,4082000
2012,42,4473000
2013,42,0
2014,42,885000
2015,42,877000
2016,42,706000
2017,42,0
2018,42,346000
2019,42,487000
2020,42,304000
2008,43,4300
2009,43,5100
2010,43,5900
2011,43,6100
2012,43,0
2013,43,7800
2014,43,9800
2015,43,11300
2016,43,9000
2017,43,9300
2018,43,9400
2019,43,9800
2020,43,9600
2008,44,
2009,44,
2010,44,
2011,44,
2012,44,
2013,44,4924
2014,44,2717
2015,44,0
2016,44,0
2017,44,
2018,44,
2019,44,
2020,44,
2008,45,
2009,45,
2010,45,
2011,45,
2012,45,
2013,45,
2014,45,
2015,45,
2016,45,
2017,45,
2018,45,
2019,45,
2020,45,
2008,46,39816
2009,46,27462
2010,46,28736
2011,46,65096
2012,46,60544
2013,46,0
2014,46,75587
2015,46,68423
2016,46,59541
2017,46,256034
2018,46,371057
2019,46,373746
2020,46,536257
2008,47,17000
2009,47,
2010,47,
2011,47,
2012,47,
2013,47,0
2014,47,0
2015,47,0
2016,47,0
2017,47,0
2018,47,0
2019,47,0
2020,47,0
2008,48,87000
2009,48,51000
2010,48,181000
2011,48,332000
2012,48,17000
2013,48,45000
2014,48,112000
2015,48,112000
2016,48,
2017,48,
2018,48,
2019,48,
2020,48,
2008,49,
2009,49,
2010,49,
2011,49,
2012,49,
2013,49,0
2014,49,0
2015,49,26
2016,49,0
2017,49,3
2018,49,0
2019,49,0
2020,49,0
2008,50,
2009,50,
2010,50,
2011,50,
2012,50,55
2013,50,62
2014,50,97
2015,50,188
2016,50,151
2017,50,153
2018,50,143
2019,50,158
2020,50,168
2008,51,
2009,51,
2010,51,
2011,51,
2012,51,
2013,51,
2014,51,
2015,51,
2016,51,
2017,51,
2018,51,
2019,51,
2020,51,
2008,52,
2009,52,
2010,52,
2011,52,
2012,52,
2013,52,
2014,52,19
2015,52,27
2016,52,47
2017,52,71
2018,52,74
2019,52,456
2020,52,3318
2008,53,1655
2009,53,1676
2010,53,516
2011,53,1067
2012,53,1376
2013,53,529
2014,53,571
2015,53,872
2016,53,5521
2017,53,7821
2018,53,321
2019,53,321
2020,53,49
2008,54,259
2009,54,188
2010,54,167
2011,54,121
2012,54,0
2013,54,30
2014,54,0
2015,54,0
2016,54,0
2017,54,0
2018,54,323
2019,54,323
2020,54,310
2008,55,2642
2009,55,1422
2010,55,1291
2011,55,1416
2012,55,1949
2013,55,1744
2014,55,1721
2015,55,3069
2016,55,3504
2017,55,2194
2018,55,2268
2019,55,1334
2020,55,1164
2008,56,1689
2009,56,19
2010,56,69
2011,56,26
2012,56,0
2013,56,0
2014,56,0
2015,56,0
2016,56,0
2017,56,0
2018,56,0
2019,56,0
2020,56,0
2008,57,540
2009,57,448
2010,57,676
2011,57,701
2012,57,0
2013,57,0
2014,57,0
2015,57,0
2016,57,0
2017,57,0
2018,57,0
2019,57,
2020,57,
2008,58,28000
2009,58,28000
2010,58,41000
2011,58,52000
2012,58,41000
2013,58,29000
2014,58,27000
2015,58,22000
2016,58,19000
2017,58,6000
2018,58,29000
2019,58,30000
2020,58,23000
2008,59,76
2009,59,
2010,59,
2011,59,
2012,59,0
2013,59,0
2014,59,0
2015,59,0
2016,59,0
2017,59,0
2018,59,0
2019,59,0
2020,59,0
2008,60,43927
2009,60,62259
2010,60,78904
2011,60,91957
2012,60,10233
2013,60,10298
2014,60,77115
2015,60,45856
2016,60,38010
2017,60,35912
2018,60,28611
2019,60,36276
2020,60,24110
2008,61,555
2009,61,616
2010,61,71
2011,61,71
2012,61,77
2013,61,113
2014,61,112
2015,61,115
2016,61,148
2017,61,89
2018,61,83
2019,61,94
2020,61,94
2008,62,23
2009,62,14
2010,62,17
2011,62,16
2012,62,872
2013,62,4372
2014,62,2946
2015,62,1386
2016,62,869
2017,62,871
2018,62,812
2019,62,498
2020,62,0
2008,63,727
2009,63,315
2010,63,301
2011,63,309
2012,63,0
2013,63,0
2014,63,10045
2015,63,0
2016,63,0
2017,63,0
2018,63,0
2019,63,0
2020,63,0
2008,64,1032000
2009,64,1193000
2010,64,743000
2011,64,584000
2012,64,825000
2013,64,782000
2014,64,681000
2015,64,608000
2016,64,876000
2017,64,923000
2018,64,751000
2019,64,1038000
2020,64,772000
2008,65,6306
2009,65,7068
2010,65,11106
2011,65,23243
2012,65,27688
2013,65,35957
2014,65,36041
2015,65,31344
2016,65,31407
2017,65,30536
2018,65,26756
2019,65,34930
2020,65,42012
2008,66,
2009,66,
2010,66,
2011,66,13203
2012,66,7245
2013,66,0
2014,66,0
2015,66,0
2016,66,0
2017,66,2014
2018,66,706
2019,66,0
2020,66,788
2008,67,
2009,67,
2010,67,
2011,67,
2012,67,0
2013,67,0
2014,67,140
2015,67,141
2016,67,1
2017,67,2
2018,67,2
2019,67,1
2020,67,0
2008,68,1141
2009,68,259
2010,68,4
2011,68,901
2012,68,2373
2013,68,412
2014,68,529
2015,68,272
2016,68,1967
2017,68,385
2018,68,312
2019,68,104
2020,68,230
2008,69,3800
2009,69,6200
2010,69,6700
2011,69,6900
2012,69,10100
2013,69,6200
2014,69,11700
2015,69,35500
2016,69,45500
2017,69,33300
2018,69,
2019,69,
2020,69,
2008,70,
2009,70,
2010,70,
2011,70,
2012,70,0
2013,70,0
2014,70,0
2015,70,0
2016,70,0
2017,70,0
2018,70,0
2019,70,0
2020,70,85
2008,71,
2009,71,
2010,71,
2011,71,
2012,71,
2013,71,0
2014,71,0
2015,71,0
2016,71,0
2017,71,0
2018,71,0
2019,71,0
2020,71,0
2008,72,
2009,72,
2010,72,
2011,72,
2012,72,0
2013,72,0
2014,72,0
2015,72,0
2016,72,0
2017,72,0
2018,72,0
2019,72,0
2020,72,0
2008,73,65
2009,73,74
2010,73,77
2011,73,73
2012,73,80
2013,73,85
2014,73,84
2015,73,83
2016,73,112
2017,73,
2018,73,
2019,73,
2020,73,
2008,74,
2009,74,
2010,74,
2011,74,
2012,74,
2013,74,
2014,74,
2015,74,
2016,74,
2017,74,
2018,74,
2019,74,
2020,74,
2008,75,
2009,75,
2010,75,
2011,75,
2012,75,
2013,75,
2014,75,381
2015,75,141
2016,75,676
2017,75,158
2018,75,252
2019,75,95
2020,75,95
2008,76,3000
2009,76,8000
2010,76,6000
2011,76,6000
2012,76,0
2013,76,0
2014,76,0
2015,76,78000
2016,76,213000
2017,76,373000
2018,76,1000
2019,76,3000
2020,76,0
2008,77,253422
2009,77,302029
2010,77,115687
2011,77,136378
2012,77,130199
2013,77,0
2014,77,51232
2015,77,102801
2016,77,121498
2017,77,104623
2018,77,91643
2019,77,92085
2020,77,173630
2008,78,8575
2009,78,10534
2010,78,10603
2011,78,10730
2012,78,17248
2013,78,0
2014,78,0
2015,78,0
2016,78,0
2017,78,0
2018,78,0
2019,78,0
2020,78,0
2008,79,276
2009,79,4037
2010,79,3509
2011,79,2788
2012,79,1990
2013,79,0
2014,79,0
2015,79,0
2016,79,0
2017,79,0
2018,79,0
2019,79,0
2020,79,0
2008,80,3579
2009,80,3686
2010,80,4471
2011,80,10658
2012,80,11762
2013,80,0
2014,80,0
2015,80,0
2016,80,0
2017,80,0
2018,80,0
2019,80,0
2020,80,0
2008,81,155000
2009,81,119000
2010,81,203000
2011,81,122000
2012,81,183000
2013,81,263000
2014,81,0
2015,81,36000
2016,81,91000
2017,81,138000
2018,81,37000
2019,81,37000
2020,81,4000
2008,82,
2009,82,
2010,82,
2011,82,
2012,82,150
2013,82,0
2014,82,0
2015,82,0
2016,82,
2017,82,
2018,82,
2019,82,
2020,82,
2008,83,
2009,83,
2010,83,
2011,83,
2012,83,
2013,83,0
2014,83,0
2015,83,0
2016,83,0
2017,83,0
2018,83,0
2019,83,0
2020,83,0
2008,84,247312
2009,84,208075
2010,84,179259
2011,84,247208
2012,84,249140
2013,84,234043
2014,84,89239
2015,84,87075
2016,84,79099
2017,84,56874
2018,84,50655
2019,84,45982
2020,84,45284
2008,85,1133
2009,85,445
2010,85,451
2011,85,410
2012,85,734
2013,85,999
2014,85,990
2015,85,1167
2016,85,3680
2017,85,17764
2018,85,8710
2019,85,5518
2020,85,5823
2008,86,247312
2009,86,208075
2010,86,179259
2011,86,247208
2012,86,249140
2013,86,234043
2014,86,89239
2015,86,87075
2016,86,79099
2017,86,56874
2018,86,50655
2019,86,45982
2020,86,45284
2008,87,92
2009,87,195
2010,87,391
2011,87,365
2012,87,0
2013,87,0
2014,87,169
2015,87,91
2016,87,65
2017,87,93
2018,87,123
2019,87,120
2020,87,
2008,88,191
2009,88,191
2010,88,191
2011,88,191
2012,88,191
2013,88,0
2014,88,0
2015,88,0
2016,88,0
2017,88,0
2018,88,0
2019,88,
2020,88,
2008,89,2663
2009,89,4655
2010,89,4479
2011,89,3493
2012,89,3924
2013,89,4349
2014,89,4125
2015,89,4658
2016,89,3949
2017,89,3986
2018,89,3947
2019,89,
2020,89,
2008,90,1235
2009,90,409
2010,90,490
2011,90,610
2012,90,0
2013,90,0
2014,90,0
2015,90,0
2016,90,0
2017,90,0
2018,90,
2019,90,
2020,90,
2008,91,
2009,91,
2010,91,
2011,91,
2012,91,77
2013,91,893
2014,91,536
2015,91,0
2016,91,0
2017,91,0
2018,91,0
2019,91,0
2020,91,
2008,92,
2009,92,
2010,92,
2011,92,
2012,92,
2013,92,
2014,92,129
2015,92,116
2016,92,107
2017,92,84
2018,92,78
2019,92,81
2020,92,
2008,93,
2009,93,
2010,93,
2011,93,
2012,93,
2013,93,
2014,93,
2015,93,
2016,93,
2017,93,
2018,93,
2019,93,
2020,93,
2008,94,
2009,94,
2010,94,
2011,94,
2012,94,
2013,94,
2014,94,
2015,94,
2016,94,
2017,94,
2018,94,
2019,94,
2020,94,
2008,95,6603
2009,95,5265
2010,95,9474
2011,95,11303
2012,95,0
2013,95,0
2014,95,0
2015,95,0
2016,95,0
2017,95,0
2018,95,5594
2019,95,7339
2020,95,7777
2008,96,1282
2009,96,8268
2010,96,7788
2011,96,8555
2012,96,0
2013,96,0
2014,96,
2015,96,
2016,96,
2017,96,
2018,96,
2019,96,
2020,96,
2008,97,339
2009,97,7160
2010,97,1678
2011,97,3780
2012,97,2872
2013,97,0
2014,97,0
2015,97,0
2016,97,0
2017,97,0
2018,97,0
2019,97,0
2020,97,0
2008,98,273
2009,98,462
2010,98,544
2011,98,568
2012,98,0
2013,98,0
2014,98,0
2015,98,0
2016,98,0
2017,98,0
2018,98,0
2019,98,0
2020,98,0
2008,99,
2009,99,
2010,99,
2011,99,
2012,99,
2013,99,0
2014,99,0
2015,99,0
2016,99,0
2017,99,0
2018,99,
2019,99,
2020,99,
2008,100,1623
2009,100,1894
2010,100,1512
2011,100,3532
2012,100,2346
2013,100,2538
2014,100,2509
2015,100,2901
2016,100,3283
2017,100,3083
2018,100,3428
2019,100,3486
2020,100,4480
2008,101,
2009,101,
2010,101,
2011,101,
2012,101,199
2013,101,200
2014,101,200
2015,101,200
2016,101,193
2017,101,193
2018,101,144
2019,101,0
2020,101,31
2008,102,350
2009,102,206
2010,102,1926
2011,102,282
2012,102,251
2013,102,196
2014,102,187
2015,102,330
2016,102,237
2017,102,3049
2018,102,300
2019,102,0
2020,102,0
2008,103,64
2009,103,3807
2010,103,2567
2011,103,2587
2012,103,1867
2013,103,493
2014,103,205
2015,103,3754
2016,103,5703
2017,103,9312
2018,103,1124
2019,103,
2020,103,
2008,104,261
2009,104,435
2010,104,539
2011,104,872
2012,104,977
2013,104,877
2014,104,849
2015,104,682
2016,104,700
2017,104,772
2018,104,707
2019,104,2252
2020,104,2204
2008,105,
2009,105,
2010,105,
2011,105,
2012,105,0
2013,105,0
2014,105,0
2015,105,0
2016,105,0
2017,105,0
2018,105,0
2019,105,0
2020,105,0
2008,106,852
2009,106,904
2010,106,906
2011,106,907
2012,106,2503
2013,106,2464
2014,106,62
2015,106,69
2016,106,63
2017,106,65
2018,106,65
2019,106,63
2020,106,57
2008,107,5044
2009,107,6065
2010,107,2262
2011,107,2553
2012,107,2711
2013,107,1993
2014,107,538
2015,107,1079
2016,107,1005
2017,107,3640
2018,107,4374
2019,107,2622
2020,107,954
2008,108,
2009,108,
2010,108,
2011,108,
2012,108,
2013,108,
2014,108,
2015,108,354
2016,108,355
2017,108,6
2018,108,474
2019,108,1070
2020,108,68
2008,109,
2009,109,34
2010,109,34
2011,109,34
2012,109,34
2013,109,816
2014,109,34
2015,109,34
2016,109,
2017,109,
2018,109,
2019,109,
2020,109,
2008,110,
2009,110,
2010,110,
2011,110,
2012,110,
2013,110,0
2014,110,0
2015,110,0
2016,110,0
2017,110,0
2018,110,0
2019,110,0
2020,110,0
2008,111,2092
2009,111,1801
2010,111,24
2011,111,27
2012,111,6
2013,111,
2014,111,
2015,111,
2016,111,
2017,111,
2018,111,
2019,111,
2020,111,
2008,112,2307
2009,112,1021
2010,112,2172
2011,112,2464
2012,112,1199
2013,112,1366
2014,112,1418
2015,112,2482
2016,112,3234
2017,112,3433
2018,112,4151
2019,112,3010
2020,112,
2008,113,4864
2009,113,4799
2010,113,5346
2011,113,9326
2012,113,0
2013,113,0
2014,113,0
2015,113,0
2016,113,0
2017,113,0
2018,113,0
2019,113,0
2020,113,0
2008,114,
2009,114,
2010,114,
2011,114,
2012,114,
2013,114,1421
2014,114,1238
2015,114,1337
2016,114,861
2017,114,672
2018,114,142
2019,114,149
2020,114,
2008,115,43
2009,115,74
2010,115,78
2011,115,230
2012,115,0
2013,115,0
2014,115,0
2015,115,0
2016,115,
2017,115,
2018,115,
2019,115,
2020,115,
2008,116,176
2009,116,226
2010,116,140
2011,116,168
2012,116,90
2013,116,426
2014,116,529
2015,116,432
2016,116,262
2017,116,153
2018,116,145
2019,116,199
2020,116,406
2008,117,
2009,117,
2010,117,
2011,117,
2012,117,0
2013,117,845
2014,117,546
2015,117,81
2016,117,374
2017,117,162
2018,117,2084
2019,117,3156
2020,117,6391
2008,118,2366
2009,118,2255
2010,118,4705
2011,118,6859
2012,118,5108
2013,118,5913
2014,118,5941
2015,118,11724
2016,118,14059
2017,118,14315
2018,118,12348
2019,118,10743
2020,118,9659
2008,119,585
2009,119,3270
2010,119,1021
2011,119,1017
2012,119,2802
2013,119,3071
2014,119,2456
2015,119,1934
2016,119,1740
2017,119,1770
2018,119,1664
2019,119,1590
2020,119,757
2008,120,
2009,120,
2010,120,
2011,120,0
2012,120,0
2013,120,0
2014,120,0
2015,120,0
2016,120,0
2017,120,0
2018,120,0
2019,120,0
2020,120,44421
2008,121,
2009,121,
2010,121,
2011,121,0
2012,121,0
2013,121,0
2014,121,0
2015,121,0
2016,121,0
2017,121,0
2018,121,0
2019,121,0
2020,121,0
2008,122,72478
2009,122,133866
2010,122,97356
2011,122,119747
2012,122,100800
2013,122,135371
2014,122,168097
2015,122,143191
2016,122,145431
2017,122,99966
2018,122,93215
2019,122,81826
2020,122,134572
2008,123,
2009,123,
2010,123,
2011,123,
2012,123,
2013,123,
2014,123,218
2015,123,109
2016,123,0
2017,123,0
2018,123,1255
2019,123,0
2020,123,0
2008,124,
2009,124,
2010,124,
2011,124,
2012,124,
2013,124,
2014,124,
2015,124,142
2016,124,161
2017,124,116
2018,124,121
2019,124,121
2020,124,
2008,125,
2009,125,
2010,125,
2011,125,
2012,125,
2013,125,
2014,125,
2015,125,0
2016,125,0
2017,125,0
2018,125,0
2019,125,0
2020,125,0
2008,126,26342
2009,126,28878
2010,126,25501
2011,126,8560
2012,126,0
2013,126,0
2014,126,10034
2015,126,13245
2016,126,46731
2017,126,3595
2018,126,4582
2019,126,3090
2020,126,134
2008,127,634
2009,127,961
2010,127,305455
2011,127,347132
2012,127,0
2013,127,0
2014,127,0
2015,127,0
2016,127,0
2017,127,0
2018,127,0
2019,127,0
2020,127,0
2008,128,33482
2009,128,39164
2010,128,34594
2011,128,35889
2012,128,178741
2013,128,216947
2014,128,332866
2015,128,391720
2016,128,385697
2017,128,480983
2018,128,540973
2019,128,
2020,128,
2008,129,2608
2009,129,4214
2010,129,3258
2011,129,7639
2012,129,0
2013,129,0
2014,129,0
2015,129,0
2016,129,0
2017,129,0
2018,129,
2019,129,
2020,129,
2008,130,37537
2009,130,2344
2010,130,1006
2011,130,2765
2012,130,6779
2013,130,31105
2014,130,39919
2015,130,41832
2016,130,45485
2017,130,43456
2018,130,51265
2019,130,
2020,130,
2008,131,2230
2009,131,2234
2010,131,3385
2011,131,3394
2012,131,4470
2013,131,2238
2014,131,2237
2015,131,2270
2016,131,2550
2017,131,2304
2018,131,3399
2019,131,3326
2020,131,3289
2008,132,4816
2009,132,38011
2010,132,
2011,132,
2012,132,
2013,132,0
2014,132,0
2015,132,0
2016,132,0
2017,132,0
2018,132,0
2019,132,6000
2020,132,4000
2008,133,31966
2009,133,29364
2010,133,24708
2011,133,20042
2012,133,0
2013,133,0
2014,133,0
2015,133,0
2016,133,
2017,133,
2018,133,
2019,133,
2020,133,
2008,134,36020
2009,134,39447
2010,134,35009
2011,134,36049
2012,134,50600
2013,134,70577
2014,134,111280
2015,134,154046
2016,134,208302
2017,134,111744
2018,134,146782
2019,134,173315
2020,134,173985
2008,135,
2009,135,
2010,135,
2011,135,
2012,135,1211
2013,135,1238
2014,135,1208
2015,135,1244
2016,135,1244
2017,135,1304
2018,135,1317
2019,135,722
2020,135,94
2008,136,132
2009,136,783
2010,136,774
2011,136,751
2012,136,963
2013,136,942
2014,136,1041
2015,136,1058
2016,136,1056
2017,136,1052
2018,136,9403
2019,136,9322
2020,136,5902
2008,137,
2009,137,
2010,137,
2011,137,
2012,137,755
2013,137,618
2014,137,254
2015,137,303
2016,137,0
2017,137,0
2018,137,0
2019,137,0
2020,137,0
2008,138,
2009,138,
2010,138,
2011,138,
2012,138,
2013,138,
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,687
2009,139,24
2010,139,133
2011,139,133
2012,139,114
2013,139,105
2014,139,176
2015,139,461
2016,139,277
2017,139,356
2018,139,31
2019,139,41
2020,139,41
2008,140,17
2009,140,17
2010,140,
2011,140,743
2012,140,0
2013,140,0
2014,140,0
2015,140,0
2016,140,0
2017,140,0
2018,140,0
2019,140,
2020,140,
2008,141,1018
2009,141,933
2010,141,669
2011,141,653
2012,141,0
2013,141,0
2014,141,0
2015,141,0
2016,141,0
2017,141,0
2018,141,0
2019,141,0
2020,141,0
2008,142,87
2009,142,83
2010,142,64
2011,142,59
2012,142,58
2013,142,0
2014,142,0
2015,142,0
2016,142,4400
2017,142,3800
2018,142,2200
2019,142,1100
2020,142,400
2008,143,376
2009,143,1822
2010,143,236
2011,143,309
2012,143,0
2013,143,0
2014,143,0
2015,143,0
2016,143,0
2017,143,0
2018,143,0
2019,143,0
2020,143,
2008,144,994
2009,144,773
2010,144,1218
2011,144,854
2012,144,3972
2013,144,3176
2014,144,2766
2015,144,0
2016,144,0
2017,144,0
2018,144,0
2019,144,0
2020,144,10
2008,145,
2009,145,
2010,145,
2011,145,
2012,145,
2013,145,0
2014,145,0
2015,145,0
2016,145,0
2017,145,0
2018,145,0
2019,145,0
2020,145,0
2008,146,2547
2009,146,2535
2010,146,3085
2011,146,3016
2012,146,20040
2013,146,24303
2014,146,43026
2015,146,24737
2016,146,25379
2017,146,24135
2018,146,24921
2019,146,27207
2020,146,23550
2008,147,4406
2009,147,2735
2010,147,1361
2011,147,6952
2012,147,5598
2013,147,0
2014,147,0
2015,147,0
2016,147,0
2017,147,0
2018,147,0
2019,147,0
2020,147,0
2008,148,376
2009,148,344
2010,148,236
2011,148,309
2012,148,0
2013,148,0
2014,148,0
2015,148,0
2016,148,0
2017,148,0
2018,148,0
2019,148,0
2020,148,
2008,149,1486
2009,149,1272
2010,149,1286
2011,149,1073
2012,149,1134
2013,149,1981
2014,149,24205
2015,149,2188
2016,149,1998
2017,149,1400
2018,149,1159
2019,149,925
2020,149,
2008,150,83600
2009,150,55000
2010,150,86000
2011,150,87200
2012,150,12100
2013,150,0
2014,150,0
2015,150,0
2016,150,0
2017,150,10700
2018,150,9600
2019,150,12600
2020,150,14500
2008,151,
2009,151,
2010,151,
2011,151,11
2012,151,26
2013,151,23
2014,151,46
2015,151,78
2016,151,89
2017,151,188
2018,151,172
2019,151,172
2020,151,112
2008,152,
