Date,Id,R&D
2008,143,
2009,143,
2010,143,
2011,143,
2012,143,
2013,143,
2014,143,
2015,143,
2016,143,
2017,143,
2018,143,
2019,143,
2020,143,
2008,144,1064
2009,144,3201
2010,144,2429
2011,144,2197
2012,144,596
2013,144,
2014,144,
2015,144,
2016,144,
2017,144,
2018,144,
2019,144,
2020,144,
2008,145,
2009,145,
2010,145,
2011,145,
2012,145,
2013,145,
2014,145,
2015,145,
2016,145,
2017,145,
2018,145,
2019,145,
2020,145,
2008,146,
2009,146,
2010,146,
2011,146,
2012,146,
2013,146,
2014,146,
2015,146,
2016,146,
2017,146,
2018,146,
2019,146,
2020,146,
2008,147,0
2009,147,0
2010,147,0
2011,147,0
2012,147,
2013,147,
2014,147,
2015,147,
2016,147,
2017,147,
2018,147,
2019,147,
2020,147,
2008,148,
2009,148,
2010,148,
2011,148,
2012,148,
2013,148,
2014,148,
2015,148,
2016,148,
2017,148,
2018,148,
2019,148,
2020,148,
2008,149,
2009,149,
2010,149,
2011,149,
2012,149,
2013,149,
2014,149,
2015,149,
2016,149,
2017,149,
